Art Unit,Class,Class Title,Subclass From,Subclass To
3616,180,MOTOR VEHICLES,76,90.6
3616,180,MOTOR VEHICLES,FOR 000,
3616,280,LAND VEHICLES,5.5,6.16
3616,280,LAND VEHICLES,676,761
3616,280,LAND VEHICLES,771,808
3616,280,LAND VEHICLES,80.1,86.758
3616,280,LAND VEHICLES,87.1,149.2
3617,104,RAILWAYS,ALL,
3617,105,RAILWAY ROLLING STOCK,ALL,
3617,114,SHIPS,1,19
3617,114,SHIPS,242,382
3617,114,SHIPS,26,234
3617,152,RESILIENT TIRES AND WHEELS,1,112
3617,152,RESILIENT TIRES AND WHEELS,170,191
3617,152,RESILIENT TIRES AND WHEELS,213 A,299
3617,152,RESILIENT TIRES AND WHEELS,323,329
3617,152,RESILIENT TIRES AND WHEELS,375,431
3617,152,RESILIENT TIRES AND WHEELS,DIG 13,
3617,152,RESILIENT TIRES AND WHEELS,DIG 17,
3617,152,RESILIENT TIRES AND WHEELS,DIG 20,FOR 000
3617,152,RESILIENT TIRES AND WHEELS,DIG 7,DIG 11
3617,191,ELECTRICITY: TRANSMISSION TO VEHICLES,ALL,
3617,213,RAILWAY DRAFT APPLIANCES,ALL,
3617,238,RAILWAYS: SURFACE TRACK,ALL,
3617,246,RAILWAY SWITCHES AND SIGNALS,ALL,
3617,258,RAILWAY MAIL DELIVERY,ALL,
3617,278,LAND VEHICLES: ANIMAL DRAFT APPLIANCES,ALL,
3617,291,TRACK SANDERS,ALL,
3617,295,RAILWAY WHEELS AND AXLES,ALL,
3617,301,LAND VEHICLES: WHEELS AND AXLES,ALL,
3617,305,WHEEL SUBSTITUTES FOR LAND VEHICLES,ALL,
3617,440,MARINE PROPULSION,ALL,
3617,441,"BUOYS, RAFTS, AND AQUATIC DEVICES",ALL,
3618,180,MOTOR VEHICLES,165,181
3618,180,MOTOR VEHICLES,2.1,2.2
3618,180,MOTOR VEHICLES,291,310
3618,180,MOTOR VEHICLES,54.1,69.6
3618,180,MOTOR VEHICLES,FOR 100,FOR 101
3618,280,LAND VEHICLES,151,192
3618,280,LAND VEHICLES,2,
3618,280,LAND VEHICLES,30,79.7
3618,280,LAND VEHICLES,600,659
3618,280,LAND VEHICLES,7.1,28.18
3618,280,LAND VEHICLES,762,770
3618,280,LAND VEHICLES,809,826
3618,280,LAND VEHICLES,841,856
3618,280,LAND VEHICLES,87.01,87.051
3618,903,HYBRID ELECTRIC VEHICLES (HEVS),ALL,
3619,280,LAND VEHICLES,FOR 000,
3622,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",14.1,14.73
3622,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",FOR 107,
3623,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",7.11,7.42
3623,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",FOR 110,FOR 114
3625,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",26.1,27.2
3625,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",FOR 108,FOR 109
3626,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",2,3
3627,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",15,25
3627,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",28,30
3627,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",32,34
3628,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",13,
3628,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",330,341
3628,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",400,418
3628,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",5,6
3629,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",319,328
3629,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",500,
3632,248,SUPPORTS,ALL,
3633,5,BEDS,901,
3633,5,BEDS,911,
3633,52,"STATIC STRUCTURES (E.G., BUILDINGS)",ALL,
3634,49,MOVABLE OR REMOVABLE CLOSURES,ALL,
3634,160,"FLEXIBLE OR PORTABLE CLOSURE, PARTITION, OR PANEL",ALL,
3634,182,"FIRE ESCAPE, LADDER, OR SCAFFOLD",ALL,
3636,135,"TENT, CANOPY, UMBRELLA, OR CANE",ALL,
3636,297,CHAIRS AND SEATS,ALL,
3637,108,HORIZONTALLY SUPPORTED PLANAR SURFACES,ALL,
3637,312,SUPPORTS: CABINET STRUCTURE,ALL,
3641,42,FIREARMS,ALL,
3641,86,AMMUNITION AND EXPLOSIVE-CHARGE MAKING,ALL,
3641,89,ORDNANCE,ALL,
3641,102,AMMUNITION AND EXPLOSIVES,ALL,
3641,111,PLANTING,ALL,
3641,114,SHIPS,20.1,25
3641,114,SHIPS,238,241
3641,114,SHIPS,FOR 000,
3641,124,MECHANICAL GUNS AND PROJECTORS,2,3
3641,124,MECHANICAL GUNS AND PROJECTORS,54,77
3641,244,AERONAUTICS AND ASTRONAUTICS,3.13,
3641,976,NUCLEAR TECHNOLOGY,FOR 000,
3643,43,"FISHING, TRAPPING, AND VERMIN DESTROYING",ALL,
3643,47,PLANT HUSBANDRY,ALL,
3643,54,HARNESS FOR WORKING ANIMAL,ALL,
3643,119,ANIMAL HUSBANDRY,ALL,
3643,168,FARRIERY,ALL,
3643,231,WHIPS AND WHIP APPARATUS,ALL,
3643,449,BEE CULTURE,ALL,
3643,452,BUTCHERING,ALL,
3644,244,AERONAUTICS AND ASTRONAUTICS,1 A,3
3644,244,AERONAUTICS AND ASTRONAUTICS,3.23,FOR 114
3645,356,OPTICS: MEASURING AND TESTING,139.01,139.1
3645,356,OPTICS: MEASURING AND TESTING,141.1,141.5
3645,356,OPTICS: MEASURING AND TESTING,152.1,152.3
3645,356,OPTICS: MEASURING AND TESTING,28,29
3645,356,OPTICS: MEASURING AND TESTING,3.01,4.08
3645,356,OPTICS: MEASURING AND TESTING,5.01,5.15
3645,356,OPTICS: MEASURING AND TESTING,901,FOR 000
3645,359,OPTICS: SYSTEMS AND ELEMENTS,333,349
3645,367,"COMMUNICATIONS, ELECTRICAL: ACOUSTIC WAVE SYSTEMS AND DEVICES",1,80
3645,367,"COMMUNICATIONS, ELECTRICAL: ACOUSTIC WAVE SYSTEMS AND DEVICES",86,92
3645,367,"COMMUNICATIONS, ELECTRICAL: ACOUSTIC WAVE SYSTEMS AND DEVICES",900,FOR 000
3645,367,"COMMUNICATIONS, ELECTRICAL: ACOUSTIC WAVE SYSTEMS AND DEVICES",95,191
3646,244,AERONAUTICS AND ASTRONAUTICS,3.1,3.12
3646,244,AERONAUTICS AND ASTRONAUTICS,3.14,3.22
3646,342,"COMMUNICATIONS: DIRECTIVE RADIO WAVE SYSTEMS AND DEVICES (E.G., RADAR, RADIO NAVIGATION)",ALL,
3646,376,"INDUCED NUCLEAR REACTIONS: PROCESSES, SYSTEMS, AND ELEMENTS",ALL,
3646,976,NUCLEAR TECHNOLOGY,DIG 1,DIG 445
3651,193,"CONVEYORS, CHUTES, SKIDS, GUIDES, AND WAYS",ALL,
3651,198,CONVEYORS: POWER-DRIVEN,ALL,
3651,221,ARTICLE DISPENSING,1,DIG 1
3651,270,SHEET-MATERIAL ASSOCIATING,30.01,FOR 000
3651,406,CONVEYORS: FLUID CURRENT,ALL,
3651,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,213,230
3652,294,HANDLING: HAND AND HOIST-LINE IMPLEMENTS,ALL,
3652,414,MATERIAL OR ARTICLE HANDLING,ALL,
3652,901,ROBOTS,ALL,
3653,186,MERCHANDISING,ALL,
3653,194,CHECK-ACTUATED CONTROL MECHANISMS,ALL,
3653,209,"CLASSIFYING, SEPARATING, AND ASSORTING SOLIDS",1,161
3653,209,"CLASSIFYING, SEPARATING, AND ASSORTING SOLIDS",171,FOR 000
3653,221,ARTICLE DISPENSING,FOR 000,
3653,271,SHEET FEEDING OR DELIVERING,ALL,
3653,453,COIN HANDLING,ALL,
3654,184,LUBRICATION,ALL,
3654,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",200,246
3654,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",249,276
3654,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",300,315
3654,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",318,379
3654,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",400,900
3654,187,"ELEVATOR, INDUSTRIAL LIFT TRUCK, OR STATIONARY LIFT FOR VEHICLE",FOR 100,
3654,212,TRAVERSING HOISTS,ALL,
3654,226,ADVANCING MATERIAL OF INDETERMINATE LENGTH,ALL,
3654,242,"WINDING, TENSIONING, OR GUIDING",ALL,
3654,254,IMPLEMENTS OR APPARATUS FOR APPLYING PUSHING OR PULLING FORCE,199,417
3654,254,IMPLEMENTS OR APPARATUS FOR APPLYING PUSHING OR PULLING FORCE,900,903
3654,254,IMPLEMENTS OR APPARATUS FOR APPLYING PUSHING OR PULLING FORCE,DIG 11,DIG 15
3654,474,ENDLESS BELT POWER TRANSMISSION SYSTEMS OR COMPONENTS,ALL,
3655,192,CLUTCHES AND POWER-STOP CONTROL,ALL,
3655,475,PLANETARY GEAR TRANSMISSION SYSTEMS OR COMPONENTS,ALL,
3655,477,INTERRELATED POWER DELIVERY CONTROLS INCLUDING ENGINE CONTROL,ALL,
3655,701,"DATA PROCESSING: VEHICLES, NAVIGATION, AND RELATIVE LOCATION",51,69
3656,74,MACHINE ELEMENT OR MECHANISM,500.5,617
3656,74,MACHINE ELEMENT OR MECHANISM,813 C,827
3656,185,"MOTORS: SPRING, WEIGHT, OR ANIMAL POWERED",ALL,
3656,384,BEARINGS,ALL,
3656,476,FRICTION GEAR TRANSMISSION SYSTEMS OR COMPONENTS,ALL,
3657,184,LUBRICATION,ALL,
3657,188,BRAKES,ALL,
3657,267,SPRING DEVICES,ALL,
3657,303,FLUID-PRESSURE AND ANALOGOUS BRAKE SYSTEMS,ALL,
3657,474,ENDLESS BELT POWER TRANSMISSION SYSTEMS OR COMPONENTS,ALL,
3658,74,MACHINE ELEMENT OR MECHANISM,1 R,10.9
3658,74,MACHINE ELEMENT OR MECHANISM,16,388 R
3658,74,MACHINE ELEMENT OR MECHANISM,390,491
3658,74,MACHINE ELEMENT OR MECHANISM,625,810.2
3658,74,MACHINE ELEMENT OR MECHANISM,828,FOR 106
3658,476,FRICTION GEAR TRANSMISSION SYSTEMS OR COMPONENTS,ALL,
3661,701,"DATA PROCESSING: VEHICLES, NAVIGATION, AND RELATIVE LOCATION",1,50
3661,701,"DATA PROCESSING: VEHICLES, NAVIGATION, AND RELATIVE LOCATION",116,FOR 133
3661,701,"DATA PROCESSING: VEHICLES, NAVIGATION, AND RELATIVE LOCATION",70,100
3663,359,OPTICAL: SYSTEMS AND ELEMENTS,FOR 000,
3664,700,DATA PROCESSING: GENERIC CONTROL SYSTEM OR SPECIFIC APPLICATIONS,245,264
3664,700,DATA PROCESSING: GENERIC CONTROL SYSTEM OR SPECIFIC APPLICATIONS,900,
3671,14,BRIDGES,ALL,
3671,37,EXCAVATING,ALL,
3671,56,HARVESTERS,ALL,
3671,171,UNEARTHING PLANTS OR BURIED OBJECTS,ALL,
3671,172,EARTH WORKING,ALL,
3671,404,"ROAD STRUCTURE, PROCESS, OR APPARATUS",ALL,
3671,460,CROP THRESHING OR SEPARATING,ALL,
3672,166,WELLS,316,334.4
3672,166,WELLS,50,70
3672,166,WELLS,72,244.1
3672,175,BORING OR PENETRATING THE EARTH,1,4.6
3672,175,BORING OR PENETRATING THE EARTH,11,62
3672,175,BORING OR PENETRATING THE EARTH,73,FOR 000
3672,299,MINING OR IN SITU DISINTEGRATION OF HARD MATERIAL,ALL,
3672,405,HYDRAULIC AND EARTH ENGINEERING,FOR 000,
3673,5,BEDS,1,900
3673,5,BEDS,902,910
3673,5,BEDS,913,FOR 000
3673,70,LOCKS,ALL,
3673,109,"SAFES, BANK PROTECTION, OR A RELATED DEVICE",ALL,
3673,249,STATIC MOLDS,FOR 000,
3674,166,WELLS,245,249
3674,166,WELLS,250.12,
3674,166,WELLS,256,263
3674,166,WELLS,268,269
3674,166,WELLS,270.1,276
3674,166,WELLS,279,296
3674,166,WELLS,300,
3674,166,WELLS,304,307
3674,166,WELLS,308.2,310
3674,175,BORING OR PENETRATING THE EARTH,65,72
3674,277,SEAL FOR A JOINT OR JUNCTURE,ALL,
3674,292,CLOSURE FASTENERS,ALL,
3676,166,WELLS,250.01,250.11
3676,166,WELLS,250.13,255.3
3676,166,WELLS,264,267
3676,166,WELLS,270,
3676,166,WELLS,277,278
3676,166,WELLS,297,299
3676,166,WELLS,301,303
3676,166,WELLS,308.1,
3676,166,WELLS,311,313
3676,166,WELLS,71,
3676,175,BORING OR PENETRATING THE EARTH,64,
3677,16,"MISCELLANEOUS HARDWARE (E.G, BUSHING, CARPET FASTENER, CASTER, DOOR CLOSER, PANEL HANGER, ATTACHABLE OR ADJUNCT HANDLE, HINGE, WINDOW SASH BALANCE, ETC.)",ALL,
3677,24,"BUCKLES, BUTTONS, CLASPS, ETC.",ALL,
3677,27,UNDERTAKING,1,20
3677,27,UNDERTAKING,26,FOR 000
3677,63,JEWELRY,ALL,
3677,232,DEPOSIT AND COLLECTION RECEPTACLES,ALL,
3677,411,"EXPANDED, THREADED, DRIVEN, HEADED, TOOL-DEFORMED, OR LOCKED-THREADED FASTENER",ALL,
3678,166,WELLS,335,FOR 101
3678,175,BORING OR PENETRATING THE EARTH,5,10
3678,405,HYDRALIC AND EARTH ENGINEERING,1,303
3679,256,FENCES,ALL,
3679,285,PIPE JOINTS OR COUPLINGS,ALL,
3679,403,JOINTS AND CONNECTIONS,ALL,
3679,464,"ROTARY SHAFTS, GUDGEONS, HOUSINGS, AND FLEXIBLE COUPLINGS FOR ROTARY SHAFTS",ALL,
3685,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",12,
3685,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",50,79
3685,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",901,FOR 106
3685,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",FOR 124,
3689,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",1.1,
3689,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",329,
3689,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",342,348
3689,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",80,318
3693,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",31,
3693,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",35,45
3693,705,"DATA PROCESSING: FINANCIAL, BUSINESS PRACTICE, MANAGEMENT, OR COST/PRICE DETERMINATION",4,
3711,124,MECHANICAL GUNS AND PROJECTORS,1,
3711,124,MECHANICAL GUNS AND PROJECTORS,4,53.5
3711,124,MECHANICAL GUNS AND PROJECTORS,78,FOR 000
3711,273,AMUSEMENT DEVICES: GAMES,ALL,
3711,446,AMUSEMENT DEVICES: TOYS,1,901
3711,472,AMUSEMENT DEVICES,ALL,
3711,473,GAMES USING TANGIBLE PROJECTILE,ALL,
3714,446,AMUSEMENT DEVICES: TOYS,FOR 000,
3714,463,AMUSEMENT DEVICES: GAMES,ALL,
3714,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,91,93
3715,434,EDUCATION AND DEMONSTRATION,ALL,
3721,53,PACKAGE MAKING,ALL,
3721,173,TOOL DRIVING OR IMPACTING,ALL,
3721,227,ELONGATED-MEMBER-DRIVING APPARATUS,ALL,
3721,493,MANUFACTURING CONTAINER OR TUBE FROM PAPER; OR OTHER MANUFACTURING FROM A SHEET OR WEB,ALL,
3722,29,METAL WORKING,26 A,65
3722,29,METAL WORKING,560,566.4
3722,29,METAL WORKING,650,
3722,82,TURNING,ALL,
3722,279,CHUCKS OR SOCKETS,ALL,
3722,407,"CUTTERS, FOR SHAPING",ALL,
3722,408,CUTTING BY USE OF ROTATING AXIALLY MOVING TOOL,ALL,
3722,409,"GEAR CUTTING, MILLING, OR PLANING",ALL,
3722,483,TOOL CHANGING,ALL,
3723,7,COMPOUND TOOLS,ALL,
3723,15,"BRUSHING, SCRUBBING, AND GENERAL CLEANING",ALL,
3723,29,METAL WORKING,213.1,243.517
3723,29,METAL WORKING,243.53,283.5
3723,81,TOOLS,ALL,
3723,125,STONE WORKING,ALL,
3723,157,WHEELWRIGHT MACHINES,ALL,
3723,254,IMPLEMENTS OR APPARATUS FOR APPLYING PUSHING OR PULLING FORCE,1,134.7
3723,254,IMPLEMENTS OR APPARATUS FOR APPLYING PUSHING OR PULLING FORCE,418,427
3723,254,IMPLEMENTS OR APPARATUS FOR APPLYING PUSHING OR PULLING FORCE,DIG 1,DIG 10
3723,254,IMPLEMENTS OR APPARATUS FOR APPLYING PUSHING OR PULLING FORCE,DIG 16,FOR 000
3723,269,WORK HOLDERS,ALL,
3723,300,"BRUSH, BROOM, AND MOP MAKING",ALL,
3723,451,ABRADING,ALL,
3724,30,CUTLERY,ALL,
3724,76,"METAL TOOLS AND IMPLEMENTS, MAKING",ALL,
3724,82,TURNING,ALL,
3724,83,CUTTING,ALL,
3724,142,WOOD TURNING,ALL,
3724,225,SEVERING BY TEARING OR BREAKING,ALL,
3724,234,"SELECTIVE CUTTING (E.G., PUNCHING)",ALL,
3724,407,"CUTTERS, FOR SHAPING",ALL,
3725,29,METAL WORKING,243.518,243.529
3725,59,"CHAIN, STAPLE, AND HORSESHOE MAKING",ALL,
3725,72,METAL DEFORMING,ALL,
3725,79,BUTTON MAKING,ALL,
3725,100,PRESSES,ALL,
3725,140,WIREWORKING,ALL,
3725,144,WOODWORKING,ALL,
3725,147,COOPERING,ALL,
3725,163,NEEDLE AND PIN MAKING,ALL,
3725,241,SOLID MATERIAL COMMINUTION OR DISINTEGRATION,ALL,
3725,281,"BOOKS, STRIPS, AND LEAVES",ALL,
3725,283,PRINTED MATTER,ALL,
3725,402,BINDER DEVICE RELEASABLY ENGAGING APERTURE OR NOTCH OF SHEET,ALL,
3725,412,BOOKBINDING: PROCESS AND APPARATUS,ALL,
3725,413,SHEET METAL CONTAINER MAKING,ALL,
3725,462,"BOOKS, STRIPS, AND LEAVES FOR MANIFOLDING",ALL,
3725,470,"THREADED, HEADED FASTENER, OR WASHER MAKING: PROCESS AND APPARATUS",ALL,
3726,29,METAL WORKING,2.1,25
3726,29,METAL WORKING,284,559
3726,29,METAL WORKING,592,
3726,29,METAL WORKING,700,728
3726,29,METAL WORKING,76.1,91.8
3726,29,METAL WORKING,765,824
3726,29,METAL WORKING,888,890.09
3726,29,METAL WORKING,890.11,DIG 105
3726,492,ROLL OR ROLLER,ALL,
3726,492,ROLL OR ROLLER,ALL,
3727,220,RECEPTACLES,FOR 131,FOR 207
3728,12,BOOT AND SHOE MAKING,ALL,
3728,36,"BOOTS, SHOES, AND LEGGINGS",ALL,
3728,206,SPECIAL RECEPTACLE OR PACKAGE,.5,6.1
3728,206,SPECIAL RECEPTACLE OR PACKAGE,14,277
3728,206,SPECIAL RECEPTACLE OR PACKAGE,300,315.11
3728,206,SPECIAL RECEPTACLE OR PACKAGE,315.9,500
3728,206,SPECIAL RECEPTACLE OR PACKAGE,521,521.1
3728,206,SPECIAL RECEPTACLE OR PACKAGE,521.2,833
3729,29,METAL WORKING,25.35,25.42
3729,29,METAL WORKING,592.1,623
3729,29,METAL WORKING,729,
3729,29,METAL WORKING,732,764
3729,29,METAL WORKING,825,887
3729,29,METAL WORKING,890.01,
3729,29,METAL WORKING,FOR 000,
3729,206,SPECIAL RECEPTACLE OR PACKAGE,FOR 000,
3732,433,DENTISTRY,ALL,
3733,600,SURGERY,185,249
3733,606,SURGERY,103,
3733,606,SURGERY,246,279
3733,606,SURGERY,53,68
3733,606,SURGERY,86 A,
3733,606,SURGERY,900,901
3733,606,SURGERY,914,
3733,606,SURGERY,FOR 100,FOR 103
3733,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",17.11,17.16
3734,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",1.11,1.12
3735,128,SURGERY,897,
3735,128,SURGERY,899,
3735,351,"OPTICS: EYE EXAMINING, VISION TESTING AND CORRECTING",FOR 000,
3735,600,SURGERY,1,15
3735,600,SURGERY,19,41
3735,600,SURGERY,302,308
3735,600,SURGERY,345,371
3735,600,SURGERY,481,507
3735,600,SURGERY,529,545
3736,600,SURGERY,398,406
3736,600,SURGERY,546,595
3737,128,SURGERY,915,916
3737,128,SURGERY,920,925
3737,600,SURGERY,407,480
3737,601,SURGERY: KINESITHERAPY,2,4
3738,128,SURGERY,898,
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",1.1,
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",1.13,1.22
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",1.24,2.1
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",17.17,23.71
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",2.12,6.11
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",23.73,
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",23.75,FOR 119
3738,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",6.13,16.11
3739,600,SURGERY,372,397
3739,600,SURGERY,920,FOR 000
3739,606,SURGERY,20,52
3739,606,SURGERY,FOR 000,
3739,607,"SURGERY: LIGHT, THERMAL, AND ELECTRICAL APPLICATION",900,902
3739,607,"SURGERY: LIGHT, THERMAL, AND ELECTRICAL APPLICATION",96,114
3741,60,POWER PLANTS,39.01,269
3741,60,POWER PLANTS,722,917
3741,60,POWER PLANTS,FOR 100,FOR 118
3741,137,FLUID HANDLING,15.1,
3741,137,FLUID HANDLING,15.2,
3741,239,"FLUID SPRINKLING, SPRAYING, AND DIFFUSING",127.1,127.3
3741,239,"FLUID SPRINKLING, SPRAYING, AND DIFFUSING",265.11,265.43
3742,99,FOODS AND BEVERAGES: APPARATUS,ALL,
3742,219,ELECTRIC HEATING,ALL,
3742,373,INDUSTRIAL ELECTRIC HEATING FURNACES,ALL,
3742,392,ELECTRIC RESISTANCE HEATING DEVICES,ALL,
3743,34,DRYING AND GAS OR VAPOR CONTACT WITH SOLIDS,ALL,
3743,110,FURNACES,ALL,
3744,62,REFRIGERATION,ALL,
3744,165,HEAT EXCHANGE,ALL,
3744,236,AUTOMATIC TEMPERATURE AND HUMIDITY REGULATION,ALL,
3745,60,POWER PLANTS,325,494
3745,60,POWER PLANTS,532,594
3745,91,MOTORS: EXPANSIBLE CHAMBER TYPE,1,471
3745,91,MOTORS: EXPANSIBLE CHAMBER TYPE,508,DIG 4
3745,92,EXPANSIBLE CHAMBER DEVICES,ALL,
3745,415,ROTARY KINETIC FLUID MOTORS OR PUMPS,ALL,
3745,416,"FLUID REACTION SURFACES (I.E., IMPELLERS)",ALL,
3746,91,MOTORS: EXPANSIBLE CHAMBER TYPE,472,507
3746,91,MOTORS: EXPANSIBLE CHAMBER TYPE,FOR 000,
3746,417,PUMPS,ALL,
3747,123,INTERNAL-COMBUSTION ENGINES,1 A,3
3747,123,INTERNAL-COMBUSTION ENGINES,142.5E,198.0D C
3747,123,INTERNAL-COMBUSTION ENGINES,19,42
3747,123,INTERNAL-COMBUSTION ENGINES,250,558
3747,123,INTERNAL-COMBUSTION ENGINES,46 A,89
3747,123,INTERNAL-COMBUSTION ENGINES,567,DIG 13
3747,123,INTERNAL-COMBUSTION ENGINES,FOR 100,FOR 128
3747,701,"DATA PROCESSING: VEHICLES, NAVIGATION, AND RELATIVE LOCATION",101,115
3748,60,POWER PLANTS,272,324
3748,60,POWER PLANTS,495,531
3748,60,POWER PLANTS,595,721
3748,60,POWER PLANTS,FOR 000,
3748,123,INTERNAL-COMBUSTION ENGINES,18 A,18 R
3748,123,INTERNAL-COMBUSTION ENGINES,200,249
3748,123,INTERNAL-COMBUSTION ENGINES,43 A,45 R
3748,123,INTERNAL-COMBUSTION ENGINES,559.1,566
3748,123,INTERNAL-COMBUSTION ENGINES,90.1,90.67
3748,123,INTERNAL-COMBUSTION ENGINES,FOR 000,
3748,418,ROTARY EXPANSIBLE CHAMBER DEVICES,ALL,
3749,122,LIQUID HEATERS AND VAPORIZERS,ALL,
3749,126,STOVES AND FURNACES,ALL,
3749,237,HEATING SYSTEMS,ALL,
3749,431,COMBUSTION,ALL,
3749,432,HEATING,ALL,
3749,454,VENTILATION,ALL,
3751,4,"BATHS, CLOSETS, SINKS, AND SPITTOONS",FOR 000,
3751,141,"FLUENT MATERIAL HANDLING, WITH RECEIVER OR RECEIVER COACTING MEANS",FOR 000,
3751,401,COATING IMPLEMENTS WITH MATERIAL SUPPLY,FOR 000,
3752,169,FIRE EXTINGUISHERS,ALL,
3752,239,"FLUID SPRINKLING, SPRAYING, AND DIFFUSING",1,127
3752,239,"FLUID SPRINKLING, SPRAYING, AND DIFFUSING",128,265
3752,239,"FLUID SPRINKLING, SPRAYING, AND DIFFUSING",266,FOR 000
3753,137,FLUID HANDLING,1,15.09
3753,137,FLUID HANDLING,15.11,15.19
3753,137,FLUID HANDLING,15.21,FOR 000
3753,251,VALVES AND VALVE ACTUATION,ALL,
3754,4,"BATHS, CLOSETS, SINKS, AND SPITTOONS",111.1,DIG 19
