Application No,Appeal No,Interference No,Publication No,Publication Date,Patent No,Issue Date,Decision Date,Inventor,Case No
09910968,2006002694,NONE,20020123658A1,20020905,NONE,-1,20070131,Ex Parte Benage et al,NONE
09988660,2006002416,NONE,20030102435A1,20030605,NONE,-1,20070131,Ex Parte Myers et al,NONE
09973646,2006002811,NONE,20030069344A1,20030410,NONE,-1,20070131,Ex Parte Nishikawa et al,NONE
10029583,2006001826,NONE,20030116531A1,20030626,NONE,-1,20070131,Ex Parte Kamins et al,NONE
10029649,2006002218,NONE,20030119278A1,20030626,NONE,-1,20070131,Ex Parte McKinnell,NONE
10700496,2007000016,NONE,20040095643A1,20040520,NONE,-1,20070131,Ex Parte Hirunuma et al,NONE
10206496,2006002523,NONE,20040018301A1,20040129,NONE,-1,20070130,Ex Parte Ackerman et al,NONE
10311513,2006002391,NONE,20030153887A1,20030814,NONE,-1,20070130,Ex Parte Nawata et al,NONE
10408875,2006002012,NONE,20040201272A1,20041014,NONE,-1,20070130,Ex Parte O,NONE
10073710,2006002992,NONE,20030152700A1,20030814,NONE,-1,20070130,Ex Parte Asmussen et al,NONE
09409128,2006001598,NONE,NONE,-1,7325245,20080129,20070130,Ex Parte CLAPPER,NONE
10079792,2006000975,NONE,20030155136A1,20030821,NONE,-1,20070130,Ex Parte Carter et al,NONE
10437580,2006001946,NONE,20030216199A1,20031120,NONE,-1,20070130,Ex Parte Summerfield,NONE
10712114,2006003009,NONE,20040096544A1,20040520,NONE,-1,20070129,Ex Parte Yatka et al,NONE
10691113,2007000414,NONE,20040154985A1,20040812,NONE,-1,20070129,Ex Parte Shekunov et al,NONE
10056312,2006001915,NONE,20020152867A1,20021024,NONE,-1,20070129,Ex Parte Meredith et al,NONE
10818060,2006001955,NONE,20040187507A1,20040930,NONE,-1,20070129,Ex Parte Matonog et al,NONE
10634330,2007000416,NONE,20050031792A1,20050210,NONE,-1,20070129,Ex Parte Kloeckner et al,NONE
10761213,2007000100,NONE,20040148711A1,20040805,NONE,-1,20070129,Ex Parte Rondeau,NONE
10729446,2006002617,NONE,20050070663A1,20050331,NONE,-1,20070126,Ex Parte Sosa et al,NONE
10060782,2006002513,NONE,20020107930A1,20020808,NONE,-1,20070126,Ex Parte Itoh,NONE
10775634,2006001667,NONE,20050172412A1,20050811,NONE,-1,20070126,Ex Parte Pearson,NONE
10852493,2007000282,NONE,NONE,-1,7371328,20080513,20070126,Ex Parte Hokanson et al,NONE
10247769,2006003122,NONE,20040059997A1,20040325,NONE,-1,20070126,Ex Parte Allen et al,NONE
10226387,2006002880,NONE,20040035667A1,20040226,NONE,-1,20070126,Ex Parte Prater,NONE
10260443,2007000099,NONE,20040061269A1,20040401,NONE,-1,20070126,Ex Parte Morales,NONE
10307576,2006001813,NONE,NONE,-1,7228870,20070612,20070126,Ex Parte Sutera et al,NONE
10420685,2006003172,NONE,20040212615A1,20041028,NONE,-1,20070126,Ex Parte Uthe,NONE
10422290,2006003286,NONE,20040214432A1,20041028,NONE,-1,20070126,Ex Parte Masumoto,NONE
10419601,2006003175,NONE,20040205989A1,20041021,NONE,-1,20070126,Ex Parte Michaels,NONE
10467134,2007000175,NONE,20040129642A1,20040708,NONE,-1,20070126,Ex Parte Binot,NONE
10468562,2006003250,NONE,20040077057A1,20040422,NONE,-1,20070126,Ex Parte Beck et al,NONE
10663843,2007000180,NONE,20040063583A1,20040401,NONE,-1,20070126,Ex Parte Zen,NONE
09213169,2006001418,NONE,NONE,-1,7517168,20090414,20070126,Ex Parte FREDLUND et al,NONE
09469865,2006003145,NONE,NONE,-1,7483620,20090127,20070126,Ex Parte WINTER,NONE
09840188,2006002937,NONE,20020174352A1,20021121,NONE,-1,20070126,Ex Parte Dahl,NONE
09944695,2006003120,NONE,20030044009A1,20030306,NONE,-1,20070126,Ex Parte Dathathraya,NONE
10720494,2006003042,NONE,20040107193A1,20040603,NONE,-1,20070126,Ex Parte Tremblay,NONE
10676013,NONE,105402,20040067185A1,20040408,,-1,20070125,Rossin et al. V. Kanno et al.,NONE
10159749,2007000079,NONE,20020192219A1,20021219,NONE,-1,20070125,Ex Parte Harland et al,NONE
10408809,2006001384,NONE,20030188955A1,20031009,NONE,-1,20070125,Ex Parte Lorenzi,NONE
09473649,2006002927,NONE,NONE,-1,7343322,20080310,20070125,Ex Parte MULDERRY et al,NONE
09633609,NONE,105402,NONE,-1,6673326,20040106,20070125,Rossin et al. V. Kanno et al.,NONE
09832438,2006002541,NONE,20020198995A1,20021226,NONE,-1,20070125,Ex Parte Liu et al,NONE
09910641,2006002531,NONE,20020138896A1,20021003,NONE,-1,20070125,Ex Parte Holden,NONE
09970910,2007000126,NONE,20030069827A1,20030410,NONE,-1,20070125,Ex Parte Gathman et al,NONE
10054009,2007000207,NONE,20040208501A1,20041021,NONE,-1,20070125,Ex Parte Saunders et al,NONE
10099381,2006001414,NONE,20020162557A1,20021107,NONE,-1,20070124,Ex Parte Simon et al,NONE
10198688,2006002792,NONE,20040013499A1,20040122,NONE,-1,20070124,Ex Parte Cho et al,NONE
10053299,2007000055,NONE,20020131996A1,20020919,NONE,-1,20070124,Ex Parte Zasloff et al,NONE
09817573,2006002358,NONE,20010012528A1,20010809,NONE,-1,20070124,Ex Parte Draganitsch et al,NONE
09983235,2006002410,NONE,20020027082A1,20020307,NONE,-1,20070124,Ex Parte Andricacos et al,NONE
10606509,2006003301,NONE,20040262820A1,20041230,NONE,-1,20070124,Ex Parte Brennan et al,NONE
10083079,2006000921,NONE,20020124682A1,20020912,NONE,-1,20070123,Ex Parte Schutz,NONE
09611320,2007000045,NONE,NONE,-1,7273234,20070925,20070123,Ex Parte Collins et al,NONE
10320122,2007000411,NONE,20040115946A1,20040617,NONE,-1,20070123,Ex Parte Hall,NONE
10309321,2006003315,NONE,20030132174A1,20030717,NONE,-1,20070123,Ex Parte Isomura et al,NONE
09540239,2006002957,NONE,NONE,-1,7363245,20080422,20070122,Ex Parte Dedrick et al,NONE
10144884,2006003118,NONE,20030213387A1,20031120,NONE,-1,20070122,Ex Parte Hoff,NONE
09768434,2006002502,NONE,20020099683A1,20020725,NONE,-1,20070119,Ex Parte Sloan et al,NONE
10051938,2006002269,NONE,20020088676A1,20020711,NONE,-1,20070119,Ex Parte Zehler,NONE
09994495,2006002686,NONE,20030098271A1,20030529,NONE,-1,20070119,Ex Parte Somack et al,NONE
10311263,2006003309,NONE,20040094266A1,20040520,NONE,-1,20070118,Ex Parte Kitano et al,NONE
10033151,2006003073,NONE,20020161666A1,20021031,NONE,-1,20070118,Ex Parte Fraki et al,NONE
09656634,2006002583,NONE,NONE,-1,7242772,20070710,20070118,Ex Parte Tehranchi,NONE
09261030,2006002628,NONE,NONE,-1,7386471,20080610,20070118,Ex Parte NACK,NONE
10705456,2006002700,NONE,20040142683A1,20040722,NONE,-1,20070117,Ex Parte Clark et al,NONE
10070228,2006002442,NONE,NONE,-1,7257049,20070814,20070117,Ex Parte Laws et al,NONE
10122855,2006002175,NONE,20020183230A1,20021205,NONE,-1,20070117,Ex Parte Song et al,NONE
10114567,2006001507,NONE,20030182843A1,20031002,NONE,-1,20070117,Ex Parte Smart et al,NONE
10248928,2006002872,NONE,20030122445A1,20030703,NONE,-1,20070117,Ex Parte Takano,NONE
10277482,2006002057,NONE,20030042679A1,20030306,NONE,-1,20070117,Ex Parte Snow,NONE
08765540,NONE,105488,NONE,-1,6063138,20000516,20070117,HANNA et al. V. Sievers et al.,NONE
09321279,2006002503,NONE,NONE,-1,7315826,20080101,20070117,Ex Parte GUHEEN et al,NONE
09558933,2006002837,NONE,NONE,-1,7749081,20100706,20070117,Ex Parte Acres,NONE
09676018,2006001568,NONE,NONE,-1,7359863,20080415,20070117,Ex Parte Evenshaug et al,NONE
09650034,2006002537,NONE,NONE,-1,7289970,20071029,20070117,Ex Parte Siegel,NONE
09778291,2006002089,NONE,20020106072A1,20020808,NONE,-1,20070117,Ex Parte Apfel,NONE
09858998,NONE,105488,20020018815A1,20020214,6063138,-1,20070117,HANNA et al. V. Sievers et al.,NONE
09942830,2006002691,NONE,20020070147A1,20020613,NONE,-1,20070117,Ex Parte Sonnemans et al,NONE
10805935,2006001711,NONE,20050205635A1,20050922,NONE,-1,20070117,Ex Parte Cohen,NONE
10812027,2006002850,NONE,20040254722A1,20041216,NONE,-1,20070116,Ex Parte Spencer et al,NONE
10253442,2006003181,NONE,20030174472A1,20030918,NONE,-1,20070116,Ex Parte Skofljanec et al,NONE
10033879,2006002625,NONE,20030113191A1,20030619,NONE,-1,20070116,Ex Parte Smith et al,NONE
10637989,2006003329,NONE,20040032689A1,20040219,NONE,-1,20070116,Ex Parte Benson et al,NONE
09642531,2006003392,NONE,NONE,-1,7219233,20070515,20070116,Ex Parte Hendriks et al,NONE
10442288,2006003010,NONE,20030220761A1,20031127,NONE,-1,20070116,Ex Parte Biwa,NONE
10130596,2006003046,NONE,20030106727A1,20030612,NONE,-1,20070112,Ex Parte Takenaka et al,NONE
10209736,2006002365,NONE,20030042297A1,20030306,NONE,-1,20070112,Ex Parte Remaks et al,NONE
10234608,2007000048,NONE,20030041981A1,20030306,NONE,-1,20070112,Ex Parte Cramer,NONE
10011882,2006003351,NONE,20020086585A1,20020704,NONE,-1,20070112,Ex Parte Butaye et al,NONE
10429764,NONE,105394,NONE,-1,NONE,-1,20070112,Pevarello et al. V. Lan et al.,NONE
09582198,NONE,105394,NONE,-1,6306903,20011023,20070112,Pevarello et al. V. Lan et al.,NONE
10297832,2006000833,NONE,20040022472A1,20040205,NONE,-1,20070112,Ex Parte Lugt et al,NONE
10735369,2006002179,NONE,20050129869A1,20050616,NONE,-1,20070111,Ex Parte Ackerman et al,NONE
10286122,2007000164,NONE,20040086635A1,20040506,NONE,-1,20070111,Ex Parte Grossklaus et al,NONE
09956411,2006001260,NONE,20030129447A1,20030710,NONE,-1,20070111,Ex Parte Madathil et al,NONE
10372160,2006002765,NONE,20040167753A1,20040826,NONE,-1,20070111,Ex Parte Downs et al,NONE
09674443,2006003337,NONE,NONE,-1,7240453,20070710,20070111,Ex Parte Safwat,NONE
10273836,2007000124,NONE,20040077240A1,20040422,NONE,-1,20070111,Ex Parte Paul et al,NONE
10690940,2007000162,NONE,20050089714A1,20050428,NONE,-1,20070110,Ex Parte Hatwar et al,NONE
10378489,2006002999,NONE,20040176519A1,20040909,NONE,-1,20070110,Ex Parte Shelton,NONE
10331582,2006002814,NONE,20030180490A1,20030925,NONE,-1,20070110,Ex Parte Squier,NONE
09833953,2006002832,NONE,20020151148A1,20021017,NONE,-1,20070109,Ex Parte Racanelli,NONE
10127152,2006002177,NONE,20030197738A1,20031023,NONE,-1,20070109,Ex Parte Beit-Zuri et al,NONE
10725837,2006001887,NONE,20040111047A1,20040610,NONE,-1,20070108,Ex Parte Reid,NONE
10293711,2006001959,NONE,20040088986A1,20040513,NONE,-1,20070108,Ex Parte Brasz et al,NONE
10277260,2006001425,NONE,20030146050A1,20030807,NONE,-1,20070108,Ex Parte Dayal et al,NONE
10203905,2006003304,NONE,20030104749A1,20030605,NONE,-1,20070108,Ex Parte Emirze et al,NONE
10209369,2006000990,NONE,20040024101A1,20040205,NONE,-1,20070105,Ex Parte Hayes,NONE
09816774,2006003312,NONE,20010041662A1,20011115,NONE,-1,20070105,Ex Parte Muzumura,NONE
09753495,2006002994,NONE,20010022281A1,20010920,NONE,-1,20070105,Ex Parte Sherman et al,NONE
09761322,2006003314,NONE,20010024670A1,20010927,NONE,-1,20070104,Ex Parte Gehan et al,NONE
10207122,2007000165,NONE,20030047290A1,20030313,NONE,-1,20070104,Ex Parte Hendrix et al,NONE
09966413,2006001798,NONE,20030064340A1,20030403,NONE,-1,20070103,Ex Parte Pappas,NONE
08130634,2006002058,NONE,NONE,-1,8066681,20111129,20070103,Ex Parte HALL et al,NONE
10251179,2006003124,NONE,20040083975A1,20040506,NONE,-1,20061229,Ex Parte Tong et al,NONE
10699229,2006002839,NONE,20040144605A1,20040729,NONE,-1,20061229,Ex Parte Thurmann et al,NONE
10278769,2006003056,NONE,20040077997A1,20040422,NONE,-1,20061229,Ex Parte Jasperson et al,NONE
10323250,2006001371,NONE,20040118713A1,20040624,NONE,-1,20061229,Ex Parte Fath et al,NONE
90006352,2006002083,NONE,NONE,-1,NONE,-1,20061229,Ex Parte 5983207 et al,NONE
10359165,2006002609,NONE,20040096547A1,20040520,NONE,-1,20061229,Ex Parte Ferruzzi,NONE
10707148,2006001189,NONE,20050108823A1,20050526,NONE,-1,20061229,Ex Parte Chabot,NONE
10867713,2006002809,NONE,20040234664A1,20041125,NONE,-1,20061229,Ex Parte Mikota et al,NONE
09667826,2006001049,NONE,NONE,-1,NONE,-1,20061228,Ex Parte Cannata et al,NONE
10315175,2006002626,NONE,20040108796A1,20040610,NONE,-1,20061228,Ex Parte Brower,NONE
10334807,2006002833,NONE,20040124511A1,20040701,NONE,-1,20061228,Ex Parte Li,NONE
10299645,2006002397,NONE,NONE,-1,7197846,20070403,20061228,Ex Parte Gibson,NONE
10203620,2006003176,NONE,20030009933A1,20030116,NONE,-1,20061228,Ex Parte Yoneda et al,NONE
10069721,2006002401,NONE,NONE,-1,7335709,20080226,20061227,Ex Parte Brehm et al,NONE
90006351,2006001874,NONE,NONE,-1,NONE,-1,20061227,Ex Parte 5671364 et al,NONE
09926586,2006001883,NONE,NONE,-1,7311932,20071225,20061226,Ex Parte Berggren et al,NONE
09977155,2006002556,NONE,20030077672A1,20030424,7192714,20070319,20061226,Ex Parte Herz et al,NONE
90005742,2006000698,NONE,NONE,-1,NONE,-1,20061226,Ex Parte 5253341 et al,NONE
10092320,2006002022,NONE,20030168789A1,20030911,NONE,-1,20061222,Ex Parte Kries et al,NONE
10392209,2006001085,NONE,20030155732A1,20030821,NONE,-1,20061222,Ex Parte Carbonero,NONE
09790334,2006002658,NONE,20020062482A1,20020523,NONE,-1,20061222,Ex Parte Bolle et al,NONE
09695874,2006003049,NONE,NONE,-1,7232015,20070619,20061222,Ex Parte Umehara et al,NONE
09559757,2006002595,NONE,NONE,-1,7303946,20071204,20061222,Ex Parte Ozawa et al,NONE
09000330,2006002693,NONE,20020025485A1,20020228,NONE,-1,20061222,Ex Parte NAKAMURA et al,NONE
10668514,2006002414,NONE,20050073398A1,20050407,NONE,-1,20061222,Ex Parte Sayman et al,NONE
10287151,2006003323,NONE,20040088107A1,20040506,NONE,-1,20061222,Ex Parte Seligmann,NONE
10316436,2006003240,NONE,20040113024A1,20040617,NONE,-1,20061221,Ex Parte Caveney et al,NONE
10253066,2006002604,NONE,20030082271A1,20030501,NONE,-1,20061221,Ex Parte Wolf et al,NONE
10244011,2006002280,NONE,20040051020A1,20040318,NONE,-1,20061221,Ex Parte Hopkins,NONE
10329921,2006003365,NONE,20030187756A1,20031002,NONE,-1,20061221,Ex Parte Klivington et al,NONE
09844501,2006002851,NONE,20020081603A1,20020627,NONE,-1,20061221,Ex Parte Wolffe et al,NONE
09794742,2006002975,NONE,20020120645A1,20020829,NONE,-1,20061221,Ex Parte Adapathya et al,NONE
09771595,2007000080,NONE,20010021375A1,20010913,NONE,-1,20061221,Ex Parte Hossel et al,NONE
10047945,2006002644,NONE,20030157555A1,20030821,NONE,-1,20061221,Ex Parte Lipps et al,NONE
10860445,2006003196,NONE,20050269168A1,20051208,NONE,-1,20061221,Ex Parte Mower,NONE
09565191,2006003207,NONE,20030124521A1,20030703,NONE,-1,20061221,Ex Parte Coull et al,NONE
09410336,2006002415,NONE,20030039959A1,20030227,NONE,-1,20061221,Ex Parte LOVE et al,NONE
09341821,2006002797,NONE,20020127269A1,20020912,NONE,-1,20061221,Ex Parte WARING et al,NONE
09955457,2006003221,NONE,20030052991A1,20030320,NONE,-1,20061221,Ex Parte Stavely et al,NONE
10856192,2006003115,NONE,20040248962A1,20041209,NONE,-1,20061221,Ex Parte Muller et al,NONE
10694277,2007000028,NONE,20040088426A1,20040506,NONE,-1,20061221,Ex Parte Brewer,NONE
10245350,2006002347,NONE,20040054340A1,20040318,NONE,-1,20061221,Ex Parte Mitchell,NONE
10033225,2006003037,NONE,20030084049A1,20030501,NONE,-1,20061221,Ex Parte Wiley,NONE
10925646,2006002485,NONE,20060042663A1,20060302,NONE,-1,20061221,Ex Parte Fulmer et al,NONE
10610449,2006003305,NONE,20040264723A1,20041230,NONE,-1,20061221,Ex Parte Saltykov,NONE
10734979,2006002817,NONE,20050129865A1,20050616,NONE,-1,20061221,Ex Parte Campbell et al,NONE
10064808,2007000285,NONE,20040038097A1,20040226,NONE,-1,20061221,Ex Parte Bunker,NONE
10151635,2007000421,NONE,20030189509A1,20031009,NONE,-1,20061220,Ex Parte Hayes et al,NONE
10154060,2006003126,NONE,20030158609A1,20030821,NONE,-1,20061220,Ex Parte Chiu,NONE
09879554,2006003036,NONE,NONE,-1,7222257,20070522,20061220,Ex Parte Dibb,NONE
09971516,2006002940,NONE,NONE,-1,7707153,20100427,20061220,Ex Parte Petito et al,NONE
09675180,2006003303,NONE,NONE,-1,7250205,20070731,20061220,Ex Parte Suda et al,NONE
10061871,2006003284,NONE,20030145068A1,20030731,NONE,-1,20061220,Ex Parte Guillen,NONE
10285939,2006003044,NONE,20040024948A1,20040205,NONE,-1,20061220,Ex Parte Winkler et al,NONE
09849927,2006003367,NONE,20010033614A1,20011025,NONE,-1,20061220,Ex Parte Hudson,NONE
11154606,NONE,105423,20050244525A1,20051103,,-1,20061220,Bombardelli et al. V. Callaghan et al.,NONE
10384862,2006002480,NONE,20040036613A1,20040226,NONE,-1,20061220,Ex Parte Maass,NONE
09874152,2006003280,NONE,20010024495A1,20010927,NONE,-1,20061220,Ex Parte Verbil et al,NONE
10057275,NONE,105499,20020155545A1,20021024,,-1,20061220,LI et al. V. Coleman et al.,NONE
10366458,2006002345,NONE,20030173518A1,20030918,NONE,-1,20061220,Ex Parte Ozaki,NONE
09804037,NONE,105423,20010021400A1,20010913,6479080,20021112,20061220,Bombardelli et al. V. Callaghan et al.,NONE
08793381,NONE,105499,NONE,-1,6518046,20030211,20061220,LI et al. V. Coleman et al.,NONE
10158618,2006002248,NONE,NONE,-1,NONE,-1,20061219,Ex Parte Aleles et al,NONE
10302215,2006003197,NONE,20030096689A1,20030522,NONE,-1,20061219,Ex Parte Hechler,NONE
10020986,2006003146,NONE,20020101156A1,20020801,NONE,-1,20061219,Ex Parte Park et al,NONE
09385405,2005002193,NONE,20020070165A1,20020613,NONE,-1,20061218,Ex Parte SCHMIDT,NONE
10282424,2006003310,NONE,20030119681A1,20030626,NONE,-1,20061218,Ex Parte Patel et al,NONE
10309969,2006002963,NONE,20040109001A1,20040610,NONE,-1,20061215,Ex Parte Grandine et al,NONE
09945764,2006003158,NONE,20030129381A1,20030710,NONE,-1,20061215,Ex Parte Mori,NONE
10748992,2006003033,NONE,20040245334A1,20041209,NONE,-1,20061215,Ex Parte Sikorski,NONE
10711278,2007000217,NONE,20050018273A1,20050127,NONE,-1,20061215,Ex Parte Honeyman et al,NONE
10697472,2006002233,NONE,NONE,-1,7293522,20071113,20061215,Ex Parte Elson,NONE
09174434,2006002633,NONE,NONE,-1,7219217,20070515,20061215,Ex Parte BAWEJA et al,NONE
09163259,2006000422,NONE,NONE,-1,7874404,20110125,20061215,Ex Parte ADAMS et al,NONE
09053832,2006000887,NONE,20010045150A1,20011129,NONE,-1,20061215,Ex Parte OWENS,NONE
09536101,2006003229,NONE,NONE,-1,7334247,20080219,20061215,Ex Parte Finseth et al,NONE
09683351,2006003138,NONE,20020129224A1,20020912,NONE,-1,20061215,Ex Parte Leber et al,NONE
09750288,2006003038,NONE,20020049787A1,20020425,NONE,-1,20061215,Ex Parte Keely et al,NONE
09780303,2007000174,NONE,20010033035A1,20011025,NONE,-1,20061215,Ex Parte Panter et al,NONE
09780603,2006001059,NONE,20010020773A1,20010913,NONE,-1,20061215,Ex Parte Whiteside,NONE
09897628,2007000260,NONE,NONE,-1,7260849,20070821,20061215,Ex Parte Frazier et al,NONE
09952073,2006001413,NONE,20030051013A1,20030313,NONE,-1,20061215,Ex Parte Anthony et al,NONE
09952953,2006003067,NONE,20030052926A1,20030320,NONE,-1,20061215,Ex Parte Dunlap et al,NONE
10751141,2006003039,NONE,20050145952A1,20050707,NONE,-1,20061215,Ex Parte Gonzalez et al,NONE
11060994,2007000213,NONE,20050142328A1,20050630,NONE,-1,20061214,Ex Parte Haataja,NONE
10269974,2006001308,NONE,20040069506A1,20040415,NONE,-1,20061214,Ex Parte Loar,NONE
10375188,2006002894,NONE,20030223657A1,20031204,NONE,-1,20061214,Ex Parte Belias et al,NONE
10650785,2006002023,NONE,20040050785A1,20040318,NONE,-1,20061214,Ex Parte Nguyen et al,NONE
08435557,NONE,105205,NONE,-1,7517668,20090414,20061214,BERKA et al. V. BERKA et al. V. BOEL et al.,NONE
08284942,NONE,105205,NONE,-1,5578463,19961126,20061214,BERKA et al. V. BERKA et al. V. BOEL et al.,NONE
09998341,NONE,105455,20020041420A1,20020411,,-1,20061214,Ex Parte Garner,NONE
09107486,2005002554,NONE,NONE,-1,7315386,20080101,20061214,Ex Parte SHIIMORI et al,NONE
09436044,2006002891,NONE,NONE,-1,7249318,20070724,20061214,Ex Parte CORELL et al,NONE
09404826,2006003183,NONE,NONE,-1,7188341,20070306,20061214,Ex Parte HAWTHORNE et al,NONE
09781324,2006001215,NONE,20020035703A1,20020321,NONE,-1,20061214,Ex Parte Konaka,NONE
09880058,NONE,105455,20010028495A1,20011011,6480324,20021112,20061214,Quate et al. V. Garner,NONE
07413010,NONE,105205,NONE,-1,5364770,19941115,20061214,BERKA et al. V. BERKA et al. V. BOEL et al.,NONE
10170421,2006002941,NONE,20030233298A1,20031218,NONE,-1,20061213,Ex Parte Hoppenstein,NONE
09976199,2006001930,NONE,20030071821A1,20030417,NONE,-1,20061213,Ex Parte Sundahl et al,NONE
10238297,2006002419,NONE,20030145682A1,20030807,NONE,-1,20061213,Ex Parte Anderson et al,NONE
10255014,2006002630,NONE,20040057637A1,20040325,NONE,-1,20061213,Ex Parte Nishibe et al,NONE
10326449,2006002338,NONE,20040055084A1,20040325,NONE,-1,20061213,Ex Parte Ball,NONE
10405405,2006003061,NONE,20040003944A1,20040108,NONE,-1,20061213,Ex Parte Vincent et al,NONE
10488501,2006003174,NONE,20050039415A1,20050224,NONE,-1,20061213,Ex Parte Hensen,NONE
10438024,2007000173,NONE,20040228790A1,20041118,NONE,-1,20061213,Ex Parte Costa et al,NONE
10754306,2006003093,NONE,20040140882A1,20040722,NONE,-1,20061213,Ex Parte Burleson et al,NONE
08803928,NONE,105490,NONE,-1,5833109,19981110,20061213,Ex Parte YOU,NONE
09393482,2004001326,NONE,NONE,-1,7249787,20070731,20061213,Ex Parte CHISNELL,NONE
09855115,2006003034,NONE,20020001344A1,20020103,NONE,-1,20061213,Ex Parte Morris et al,NONE
09899919,2006002169,NONE,20030007743A1,20030109,NONE,-1,20061213,Ex Parte Asada,NONE
09951321,2006001963,NONE,20020127528A1,20020912,NONE,-1,20061213,Ex Parte Potter,NONE
10151093,2006000886,NONE,20030060551A1,20030327,NONE,-1,20061213,Ex Parte Mizuno et al,NONE
90006894,2006002247,NONE,NONE,-1,,-1,20061212,Ex Parte 5578684 et al,NONE
90006554,2006002247,NONE,NONE,-1,NONE,-1,20061212,Ex Parte 5578684 et al,NONE
10238791,2006002490,NONE,20030061907A1,20030403,NONE,-1,20061211,Ex Parte Armstrong et al,NONE
11050553,2007000176,NONE,20050170997A1,20050804,NONE,-1,20061208,Ex Parte Blyth et al,NONE
10706254,2006002321,NONE,20050099716A1,20050512,NONE,-1,20061208,Ex Parte Flynn et al,NONE
09843566,2007000095,NONE,20020191031A1,20021219,NONE,-1,20061208,Ex Parte Ricard,NONE
