Application No,Appeal No,Interference No,Publication No,Publication Date,Patent No,Issue Date,Decision Date,Inventor,Case No
10892799,2009001452,NONE,20050001120A1,20050106,NONE,-1,20091216,Ex Parte Oddsen,NONE
10918125,2009009278,NONE,20050014814A1,20050120,NONE,-1,20091216,Ex Parte Kurakata et al,NONE
10978183,2009000904,NONE,20060091928A1,20060504,NONE,-1,20091216,Ex Parte Kapur,NONE
10986289,2009003264,NONE,20050103797A1,20050519,NONE,-1,20091216,Ex Parte Rader et al,NONE
10988722,2009000002,NONE,20060102388A1,20060518,NONE,-1,20091216,Ex Parte Dennis et al,NONE
11018592,2009002264,NONE,20060131981A1,20060622,NONE,-1,20091216,Ex Parte Bray et al,NONE
11040886,2009005086,NONE,20050124942A1,20050609,NONE,-1,20091216,Ex Parte Richmond,NONE
10715062,2009003086,NONE,20040102197A1,20040527,NONE,-1,20091216,Ex Parte Dietz,NONE
10719834,2009005135,NONE,20050109638A1,20050526,NONE,-1,20091216,Ex Parte Eastman,NONE
10739849,2009005511,NONE,20040255869A1,20041223,NONE,-1,20091216,Ex Parte Matsuo et al,NONE
10790584,2009004145,NONE,20050190717A1,20050901,NONE,-1,20091216,Ex Parte Shu et al,NONE
10840374,2009004075,NONE,20050022192A1,20050127,NONE,-1,20091216,Ex Parte Kim,NONE
10608254,2009003663,NONE,20050060185A1,20050317,NONE,-1,20091216,Ex Parte Balogh,NONE
10622332,2009004164,NONE,20050015255A1,20050120,NONE,-1,20091216,Ex Parte Kaye et al,NONE
10631400,2009002751,NONE,20050034432A1,20050217,NONE,-1,20091216,Ex Parte Kroese et al,NONE
10652961,2009003339,NONE,20040116347A1,20040617,NONE,-1,20091216,Ex Parte Masuda et al,NONE
10307029,2009004708,NONE,20030105394A1,20030605,NONE,-1,20091216,Ex Parte Fabian et al,NONE
10362308,2008005677,NONE,20040025385A1,20040212,NONE,-1,20091216,Ex Parte Webster et al,NONE
10389743,2009004984,NONE,20040186857A1,20040923,NONE,-1,20091216,Ex Parte Serlet et al,NONE
10483000,2009002949,NONE,20040179040A1,20040916,NONE,-1,20091216,Ex Parte Patel et al,NONE
10007370,2008003067,NONE,20030061090A1,20030327,NONE,-1,20091216,Ex Parte Marano,NONE
10027265,2009004376,NONE,20030120180A1,20030626,NONE,-1,20091216,Ex Parte Kaylor et al,NONE
10092878,2008004346,NONE,20020129763A1,20020919,NONE,-1,20091216,Ex Parte Schramm,NONE
10152426,2009000899,NONE,20030220628A1,20031127,NONE,-1,20091216,Ex Parte Klisch et al,NONE
10162212,2009008480,NONE,20030009423A1,20030109,NONE,-1,20091216,Ex Parte Wang et al,NONE
10206627,2009006227,NONE,NONE,-1,7752317,20100706,20091216,Ex Parte Cox et al,NONE
09813112,2008001924,NONE,20020054778A1,20020509,NONE,-1,20091216,Ex Parte Ericson et al,NONE
09819459,2009004815,NONE,20010051915A1,20011213,NONE,-1,20091216,Ex Parte Ueno et al,NONE
09868221,2009000930,NONE,NONE,-1,7882207,20110201,20091216,Ex Parte Titmuss et al,NONE
09897870,2009001149,NONE,20020073361A1,20020613,NONE,-1,20091216,Ex Parte Sommer,NONE
09935439,2008001647,NONE,20030041240A1,20030227,NONE,-1,20091216,Ex Parte Roskind et al,NONE
11099109,2009004357,NONE,20050229932A1,20051020,NONE,-1,20091216,Ex Parte Rittner et al,NONE
11087429,2009009178,NONE,20050215152A1,20050929,NONE,-1,20091215,Ex Parte Ahluwalia,NONE
09993767,2009004922,NONE,20030101145A1,20030529,NONE,-1,20091215,Ex Parte Fang et al,NONE
11087283,2009009176,NONE,20050215150A1,20050929,NONE,-1,20091215,Ex Parte Ahluwalia,NONE
11252157,2009004393,NONE,20070084618A1,20070419,NONE,-1,20091215,Ex Parte VanderVelde et al,NONE
11543640,2009005228,NONE,20070034670A1,20070215,NONE,-1,20091215,Ex Parte Racenet et al,NONE
11005535,2009008161,NONE,20060122938A1,20060608,NONE,-1,20091215,Ex Parte Hicks et al,NONE
11002519,2009008130,NONE,20050113271A1,20050526,NONE,-1,20091215,Ex Parte Pegelow et al,NONE
11029322,2009001972,NONE,20060149898A1,20060706,NONE,-1,20091215,Ex Parte Bello et al,NONE
11066766,2009002434,NONE,20060196915A1,20060907,NONE,-1,20091215,Ex Parte Gunnerman,NONE
10725214,2009005344,NONE,20040132672A1,20040708,NONE,-1,20091215,Ex Parte Nair et al,NONE
10764295,2009002443,NONE,20040153268A1,20040805,NONE,-1,20091215,Ex Parte Volkel,NONE
10785264,2009002468,NONE,20040166893A1,20040826,NONE,-1,20091215,Ex Parte Jang,NONE
10508957,2009013530,NONE,20050131063A1,20050616,NONE,-1,20091215,Ex Parte Stamler et al,NONE
10573507,2009008127,NONE,20070155620A1,20070705,NONE,-1,20091215,Ex Parte Lavastre et al,NONE
10629183,2009005629,NONE,20050027449A1,20050203,NONE,-1,20091215,Ex Parte Marsh,NONE
10675503,2009005735,NONE,20050071179A1,20050331,NONE,-1,20091215,Ex Parte Peters et al,NONE
10675831,2008005166,NONE,20050071612A1,20050331,NONE,-1,20091215,Ex Parte DeWitt et al,NONE
10668116,2009005744,NONE,20050061925A1,20050324,NONE,-1,20091215,Ex Parte Kirschner,NONE
10389566,2009002929,NONE,20040025202A1,20040205,NONE,-1,20091215,Ex Parte Laurie et al,NONE
10484831,2009006731,NONE,20040168534A1,20040902,NONE,-1,20091215,Ex Parte Winkler,NONE
10136689,2009005647,NONE,20030028782A1,20030206,NONE,-1,20091215,Ex Parte Grundfest,NONE
10148842,2009012083,NONE,NONE,-1,7771798,20100810,20091215,Ex Parte Grosse et al,NONE
10160201,2009003291,NONE,20030221876A1,20031204,NONE,-1,20091215,Ex Parte Doczy et al,NONE
09014076,2009002796,NONE,NONE,-1,7751932,20100706,20091215,Ex Parte FEDOR et al,NONE
09741734,2009004867,NONE,20020077098A1,20020620,NONE,-1,20091215,Ex Parte Tiliks et al,NONE
11087282,2009009084,NONE,20050215149A1,20050929,NONE,-1,20091215,Ex Parte Ahluwalia,NONE
90008365,2009014596,NONE,NONE,-1,,-1,20091214,Ex Parte 6509387 et al,NONE
09967568,2009002242,NONE,20030064753A1,20030403,NONE,-1,20091214,Ex Parte Kasapi et al,NONE
11065692,2009006666,NONE,20050202078A1,20050915,NONE,-1,20091214,Ex Parte Schiffelers et al,NONE
11434990,2009009489,NONE,20070284411A1,20071213,NONE,-1,20091214,Ex Parte Luczak,NONE
10933924,2009006889,NONE,20050022694A1,20050203,NONE,-1,20091214,Ex Parte Asakawa,NONE
10938998,2009004600,NONE,20060054776A1,20060316,NONE,-1,20091214,Ex Parte Nishimura,NONE
10715516,2009003087,NONE,20050107910A1,20050519,NONE,-1,20091214,Ex Parte Hanson et al,NONE
10712621,2009000740,NONE,20050103717A1,20050519,NONE,-1,20091214,Ex Parte Jha et al,NONE
10714090,2009005586,NONE,20050103751A1,20050519,NONE,-1,20091214,Ex Parte Nicklas,NONE
10727709,2009005692,NONE,20050121728A1,20050609,NONE,-1,20091214,Ex Parte Bao,NONE
10857801,2009011460,NONE,NONE,-1,NONE,-1,20091214,Ex Parte Behrmann et al,NONE
10541112,2009004013,NONE,20060104858A1,20060518,NONE,-1,20091214,Ex Parte Potember et al,NONE
10671058,2009002728,NONE,20050071645A1,20050331,NONE,-1,20091214,Ex Parte Girouard et al,NONE
10686104,2009005159,NONE,20050081939A1,20050421,NONE,-1,20091214,Ex Parte Heiman,NONE
10694666,2009005176,NONE,20040102706A1,20040527,NONE,-1,20091214,Ex Parte Christopher et al,NONE
10322623,2009003139,NONE,20030120486A1,20030626,NONE,-1,20091214,Ex Parte Brittan et al,NONE
10365856,2009004156,NONE,20030182556A1,20030925,NONE,-1,20091214,Ex Parte Sunder et al,NONE
10353750,2009003152,NONE,20040145780A1,20040729,NONE,-1,20091214,Ex Parte Gehring et al,NONE
10417058,2009006832,NONE,20040208980A1,20041021,NONE,-1,20091214,Ex Parte Merolla et al,NONE
10016750,2009004238,NONE,NONE,-1,NONE,-1,20091214,Ex Parte Mostafazadeh et al,NONE
10007928,2009004944,NONE,20030084600A1,20030508,NONE,-1,20091214,Ex Parte Peterson,NONE
10041959,2009005459,NONE,20030130889A1,20030710,NONE,-1,20091214,Ex Parte Fravel,NONE
10065527,2008004798,NONE,20030093758A1,20030515,NONE,-1,20091214,Ex Parte Dennison et al,NONE
10199408,2009006189,NONE,20040013634A1,20040122,NONE,-1,20091214,Ex Parte Novikov et al,NONE
10195983,2009005518,NONE,20040012249A1,20040122,NONE,-1,20091214,Ex Parte Koelzer,NONE
09761040,2009000912,NONE,20010040900A1,20011115,NONE,-1,20091214,Ex Parte Salmi et al,NONE
09922487,2009001932,NONE,20020038376A1,20020328,NONE,-1,20091214,Ex Parte Halliday,NONE
09954422,2009006778,NONE,20020112038A1,20020815,NONE,-1,20091214,Ex Parte Hessmer et al,NONE
90008365,2009014596,NONE,NONE,-1,NONE,-1,20091214,Ex Parte 6509387 et al,NONE
11135244,2009008572,NONE,20050260149A1,20051124,NONE,-1,20091212,Ex Parte Elliott et al,NONE
90006678,2008004605,NONE,NONE,-1,,-1,20091211,Ex Parte 5625670 et al,NONE
09888235,2009013898,NONE,20020025326A1,20020228,NONE,-1,20091211,Ex Parte Blonder et al,NONE
11120773,2009002166,NONE,20060249561A1,20061109,NONE,-1,20091211,Ex Parte Kawakami et al,NONE
11156564,2009002173,NONE,20060098997A1,20060511,NONE,-1,20091211,Ex Parte Kim et al,NONE
11156716,2009003061,NONE,20050280475A1,20051222,NONE,-1,20091211,Ex Parte Hanselmann,NONE
11346952,2009013403,NONE,20060155103A1,20060713,NONE,-1,20091211,Ex Parte Mohanty et al,NONE
10844281,2009002430,NONE,20040209063A1,20041021,NONE,-1,20091211,Ex Parte Gallagher et al,NONE
10878447,2009014186,NONE,20050017674A1,20050127,NONE,-1,20091211,Ex Parte Sato,NONE
10875298,2009003672,NONE,20040265469A1,20041230,NONE,-1,20091211,Ex Parte Neidlinger et al,NONE
10900043,2009004636,NONE,20060019777A1,20060126,NONE,-1,20091211,Ex Parte Rogers et al,NONE
10910606,2009003222,NONE,20060031043A1,20060209,NONE,-1,20091211,Ex Parte Oral et al,NONE
10932233,2009006776,NONE,20050053709A1,20050310,NONE,-1,20091211,Ex Parte Fulmer,NONE
11044962,2009001971,NONE,20060168403A1,20060727,NONE,-1,20091211,Ex Parte Kolovson,NONE
10728358,2009006288,NONE,20050124245A1,20050609,NONE,-1,20091211,Ex Parte Liao,NONE
10729162,2009005396,NONE,20050122543A1,20050609,NONE,-1,20091211,Ex Parte Walker,NONE
10745211,2009000410,NONE,20040187289A1,20040930,NONE,-1,20091211,Ex Parte Toback,NONE
10814679,2009014331,NONE,20040185221A1,20040923,,-1,20091211,Ex Parte Hood et al,NONE
10829624,2009005858,NONE,20050240615A1,20051027,NONE,-1,20091211,Ex Parte Barsness et al,NONE
10606008,2009003441,NONE,20040056570A1,20040325,NONE,-1,20091211,Ex Parte Schessl et al,NONE
10623110,2009007942,NONE,NONE,-1,7758889,20100720,20091211,Ex Parte Sagman et al,NONE
10695408,2009005288,NONE,20040139237A1,20040715,NONE,-1,20091211,Ex Parte Rangan et al,NONE
10706352,2009004118,NONE,20040098389A1,20040520,NONE,-1,20091211,Ex Parte Jones et al,NONE
10364961,2009006689,NONE,20040156794A1,20040812,NONE,-1,20091211,Ex Parte Barkalow et al,NONE
10359828,2009009337,NONE,20030138437A1,20030724,NONE,-1,20091211,Ex Parte Hunt,NONE
10404000,2009003401,NONE,20040193516A1,20040930,NONE,-1,20091211,Ex Parte Fine et al,NONE
10421636,2009005475,NONE,20040072365A1,20040415,NONE,-1,20091211,Ex Parte Rose et al,NONE
10461608,2009013501,NONE,20030206864A1,20031106,NONE,-1,20091211,Ex Parte Mangin,NONE
10040344,2007004513,NONE,20040015879A1,20040122,NONE,-1,20091211,Ex Parte Pauw et al,NONE
10157708,2009003144,NONE,20030103085A1,20030605,NONE,-1,20091211,Ex Parte Anuszewski et al,NONE
09788110,NONE,105714,20040086518A1,20040506,7388071,20080617,20091211,Zanetti V. Nadler et al.,NONE
09830400,NONE,105714,NONE,-1,7851591,20101214,20091211,Zanetti V. Nadler et al.,NONE
90006491,2008004605,NONE,NONE,-1,,-1,20091211,Ex Parte 5625670 et al,NONE
11134959,2009008097,NONE,20060263310A1,20061123,NONE,-1,20091210,Ex Parte Elliott et al,NONE
09152659,2009003529,NONE,NONE,-1,8035974,20111011,20091210,Ex Parte CORISIS et al,NONE
11386736,2009003392,NONE,20060166863A1,20060727,NONE,-1,20091210,Ex Parte Wolpe et al,NONE
10887002,2009007783,NONE,20060008811A1,20060112,NONE,-1,20091210,Ex Parte Evans et al,NONE
10884075,2009006601,NONE,20060003912A1,20060105,NONE,-1,20091210,Ex Parte Lindsay et al,NONE
10948402,2009006771,NONE,20060063048A1,20060323,NONE,-1,20091210,Ex Parte Kolodziej,NONE
10976100,2010000389,NONE,20060088557A1,20060427,NONE,-1,20091210,Ex Parte Hassan et al,NONE
10837273,2009008936,NONE,NONE,-1,NONE,-1,20091210,Ex Parte Thaler et al,NONE
10655948,2009005446,NONE,NONE,-1,7747816,20100629,20091210,Ex Parte Nourmohamadian et al,NONE
10671003,2009002727,NONE,20050071761A1,20050331,NONE,-1,20091210,Ex Parte Kontio,NONE
10707491,2009002930,NONE,20040133494A1,20040708,NONE,-1,20091210,Ex Parte Jones et al,NONE
10701889,2009010921,NONE,20050096954A1,20050505,NONE,-1,20091210,Ex Parte Halligan et al,NONE
10331125,2009005299,NONE,20030181371A1,20030925,NONE,-1,20091210,Ex Parte Hunter et al,NONE
10381055,2009005971,NONE,20040029043A1,20040212,NONE,-1,20091210,Ex Parte Wakizaka et al,NONE
10406957,2009005324,NONE,20030206979A1,20031106,NONE,-1,20091210,Ex Parte Dvoracek et al,NONE
10412810,2008004979,NONE,20040205255A1,20041014,NONE,-1,20091210,Ex Parte Joachim,NONE
10473325,2009000543,NONE,20040052489A1,20040318,NONE,-1,20091210,Ex Parte Duveneck et al,NONE
10004823,2008005114,NONE,20020070228A1,20020613,NONE,-1,20091210,Ex Parte Moody,NONE
10092685,2009006864,NONE,20030169894A1,20030911,NONE,-1,20091210,Ex Parte Lin,NONE
10174681,2009004740,NONE,20030237059A1,20031225,NONE,-1,20091210,Ex Parte Schultz,NONE
08556114,NONE,105600,NONE,-1,5691455,19971125,20091210,MOYLE V. GROOTENHUIS et al.,NONE
11176311,2009003590,NONE,20070010904A1,20070111,NONE,-1,20091210,Ex Parte Cheng et al,NONE
11330340,2009006856,NONE,20060136590A1,20060622,NONE,-1,20091209,Ex Parte Barrett et al,NONE
11500229,2009009265,NONE,20080032577A1,20080207,NONE,-1,20091209,Ex Parte Policicchio et al,NONE
11484214,2009014250,NONE,20070027106A1,20070201,NONE,-1,20091209,Ex Parte Zerkowski et al,NONE
11472134,2009006772,NONE,20070297183A1,20071227,NONE,-1,20091209,Ex Parte Coushaine,NONE
10880698,2009005765,NONE,20060003880A1,20060105,NONE,-1,20091209,Ex Parte McNeil,NONE
10873516,2009002376,NONE,20050284689A1,20051229,NONE,-1,20091209,Ex Parte Simpson et al,NONE
10895065,2009005753,NONE,20050017430A1,20050127,NONE,-1,20091209,Ex Parte Takahashi et al,NONE
10723934,2009005690,NONE,20040107866A1,20040610,NONE,-1,20091209,Ex Parte Bitzer et al,NONE
10514335,2009009631,NONE,20060134228A1,20060622,NONE,-1,20091209,Ex Parte Kai et al,NONE
10629877,2009004095,NONE,20050028028A1,20050203,NONE,-1,20091209,Ex Parte Jibbe,NONE
10693527,2009007492,NONE,20040180068A1,20040916,NONE,-1,20091209,Ex Parte Popplewell et al,NONE
10275395,2009004754,NONE,20030229851A1,20031211,NONE,-1,20091209,Ex Parte Willumeit et al,NONE
10343226,2009002884,NONE,20030152009A1,20030814,NONE,-1,20091209,Ex Parte Usui et al,NONE
10052277,2009004494,NONE,20030135676A1,20030717,NONE,-1,20091209,Ex Parte Jensen,NONE
10077750,2009005907,NONE,20030115482A1,20030619,NONE,-1,20091209,Ex Parte Takihiro et al,NONE
10106681,2009000462,NONE,20020138893A1,20021003,NONE,-1,20091209,Ex Parte Culhane,NONE
10199664,2009004760,NONE,20040015706A1,20040122,NONE,-1,20091209,Ex Parte Eshghi et al,NONE
10212068,2009004822,NONE,20030048907A1,20030313,NONE,-1,20091209,Ex Parte Nakahara et al,NONE
08354450,2009009897,NONE,NONE,-1,7819906,20101026,20091209,Ex Parte MICHELSON,NONE
09477954,2009004845,NONE,NONE,-1,7725083,20100525,20091209,Ex Parte SULLIVAN,NONE
09774354,2008004801,NONE,20020143829A1,20021003,NONE,-1,20091209,Ex Parte Rank et al,NONE
09909445,2009000704,NONE,NONE,-1,7774206,20100810,20091209,Ex Parte Cook,NONE
09946323,2009000779,NONE,20030046542A1,20030306,NONE,-1,20091209,Ex Parte Chen et al,NONE
11263356,2009008474,NONE,20070101041A1,20070503,NONE,-1,20091208,Ex Parte Atkinson,NONE
10904398,2009001336,NONE,20050159044A1,20050721,NONE,-1,20091208,Ex Parte Harwath et al,NONE
10929088,2009004599,NONE,20050045201A1,20050303,NONE,-1,20091208,Ex Parte Williams,NONE
10717078,2009005111,NONE,20050116818A1,20050602,NONE,-1,20091208,Ex Parte Kennedy et al,NONE
10779318,2009003123,NONE,20040196849A1,20041007,NONE,-1,20091208,Ex Parte Aksu et al,NONE
10819103,2009005671,NONE,20050039069A1,20050217,,-1,20091208,Ex Parte Prahlad et al,NONE
09891545,2009003814,NONE,20020002687A1,20020103,NONE,-1,20091208,Ex Parte Chantrain et al,NONE
10625716,2009004623,NONE,20050015842A1,20050127,NONE,-1,20091208,Ex Parte Linsky et al,NONE
10663436,2009005701,NONE,20040108255A1,20040610,NONE,-1,20091208,Ex Parte Johnson,NONE
10279548,2009003968,NONE,20040083219A1,20040429,NONE,-1,20091208,Ex Parte Hu et al,NONE
10300443,2009003387,NONE,20040098655A1,20040520,NONE,-1,20091208,Ex Parte Sharma,NONE
09738900,2009005230,NONE,20010024481A1,20010927,NONE,-1,20091208,Ex Parte Lee,NONE
09891545,2009003814,NONE,20020002687A1,20020103,,-1,20091208,Ex Parte Chantrain et al,NONE
10819103,2009005671,NONE,20050039069A1,20050217,NONE,-1,20091208,Ex Parte Prahlad et al,NONE
11332939,2009013212,NONE,20070167569A1,20070719,NONE,-1,20091207,Ex Parte Botros,NONE
11431299,2009013248,NONE,20060232240A1,20061019,NONE,-1,20091207,Ex Parte Salasoo et al,NONE
10771902,2008004810,NONE,20050172147A1,20050804,NONE,-1,20091207,Ex Parte Edwards et al,NONE
10600658,2009009363,NONE,20040007020A1,20040115,NONE,-1,20091207,Ex Parte Kanno et al,NONE
10674127,2009005263,NONE,20040221259A1,20041104,NONE,-1,20091207,Ex Parte Devore et al,NONE
10300753,2008003754,NONE,20040103065A1,20040527,NONE,-1,20091207,Ex Parte Kishen et al,NONE
09985673,2009004348,NONE,20020046805A1,20020425,NONE,-1,20091207,Ex Parte Moyes,NONE
10029733,2008005424,NONE,20030115352A1,20030619,NONE,-1,20091207,Ex Parte Picraux,NONE
10167825,2009010182,NONE,20020151518A1,20021017,NONE,-1,20091207,Ex Parte Agrawal et al,NONE
10169348,2008005431,NONE,20030005162A1,20030102,NONE,-1,20091207,Ex Parte Habetha,NONE
09862642,2008005152,NONE,20020178265A1,20021128,NONE,-1,20091207,Ex Parte Aiken et al,NONE
09985673,2009004348,NONE,20020046805A1,20020425,NONE,-1,20091207,Ex Parte Moyes,NONE
10034973,2008000992,NONE,20030120542A1,20030626,NONE,-1,20091207,Ex Parte Arning,NONE
11168175,2009014176,NONE,20060291174A1,20061228,NONE,-1,20091204,Ex Parte Myat et al,NONE
09999335,2008005005,NONE,20020034436A1,20020321,NONE,-1,20091204,Ex Parte Peterson et al,NONE
11395980,2009003249,NONE,20060169102A1,20060803,NONE,-1,20091204,Ex Parte Heinrich et al,NONE
11001003,2009002206,NONE,20060121717A1,20060608,NONE,-1,20091204,Ex Parte Yu et al,NONE
10765424,2008004673,NONE,20040186762A1,20040923,NONE,-1,20091204,Ex Parte Beaven et al,NONE
10687036,2009004506,NONE,20050082367A1,20050421,NONE,-1,20091204,Ex Parte Jalkanen et al,NONE
10694167,2009001772,NONE,20050090964A1,20050428,NONE,-1,20091204,Ex Parte Ryderstam et al,NONE
10694925,2009011958,NONE,20050091116A1,20050428,NONE,-1,20091204,Ex Parte Monk,NONE
10270116,2009008446,NONE,20030091737A1,20030515,NONE,-1,20091204,Ex Parte Alt et al,NONE
10284179,2009013233,NONE,20030108704A1,20030612,NONE,-1,20091204,Ex Parte Yano et al,NONE
10314720,2009004002,NONE,20030211802A1,20031113,NONE,-1,20091204,Ex Parte Keck et al,NONE
10485114,2008006307,NONE,20040173326A1,20040909,NONE,-1,20091204,Ex Parte Dittmer,NONE
10472595,NONE,105580,20040146964A1,20040729,,-1,20091204,Kaelin et al. V. Maxwell et al.,NONE
