10832531,2010010336,NONE,20050237233A1,20051027,NONE,-1,20130226,Ex Parte Muhammad,NONE
10561361,2010010766,NONE,20060165168A1,20060727,NONE,-1,20130226,Ex Parte Boyce et al,NONE
10551851,2010007493,NONE,20060168106A1,20060727,NONE,-1,20130226,Ex Parte Rock et al,NONE
10553390,2012009118,NONE,20060209183A1,20060921,NONE,-1,20130226,Ex Parte Mashitani et al,NONE
10565002,2011003642,NONE,20060184177A1,20060817,NONE,-1,20130226,Ex Parte Echeverri,NONE
10563385,2010003578,NONE,20060154668A1,20060713,NONE,-1,20130226,Ex Parte Li et al,NONE
10575302,2012000555,NONE,20070069979A1,20070329,NONE,-1,20130226,Ex Parte Rosenbauer et al,NONE
10575797,2010007503,NONE,20070145632A1,20070628,NONE,-1,20130226,Ex Parte Peeters et al,NONE
10596266,2012000532,NONE,20080281017A1,20081113,NONE,-1,20130226,Ex Parte Weitzel et al,NONE
10610684,2010006778,NONE,20040024582A1,20040205,NONE,-1,20130226,Ex Parte Shepard et al,NONE
10638979,2011004059,NONE,20050034734A1,20050217,NONE,-1,20130226,Ex Parte Tweardy,NONE
10665394,2011003316,NONE,20040120985A1,20040624,NONE,-1,20130226,Ex Parte Geiss,NONE
10377438,2010008852,NONE,20040030810A1,20040212,NONE,-1,20130226,Ex Parte Lozano,NONE
10416490,2010008904,NONE,20040067109A1,20040408,NONE,-1,20130226,Ex Parte Pollack et al,NONE
10460429,2010009622,NONE,20040254978A1,20041216,NONE,-1,20130226,Ex Parte Ibanez et al,NONE
10512016,2012000935,NONE,20060005902A1,20060112,NONE,-1,20130226,Ex Parte Barth et al,NONE
10506944,2010009804,NONE,20050200133A1,20050915,NONE,-1,20130226,Ex Parte Wobben,NONE
10096388,2010009219,NONE,20020092028A1,20020711,NONE,-1,20130226,Ex Parte Lin et al,NONE
10118522,2010012521,NONE,20030193518A1,20031016,NONE,-1,20130226,Ex Parte Newnam et al,NONE
10204306,2011013390,NONE,20030130116A1,20030710,,-1,20130226,Ex Parte Hasenzahl et al,NONE
10204306,2011013390,NONE,20030130116A1,20030710,NONE,-1,20130226,Ex Parte Hasenzahl et al,NONE
10257429,2011006286,NONE,20030175344A1,20030918,NONE,-1,20130226,Ex Parte Wald et al,NONE
10307116,2011001378,NONE,20040008637A1,20040115,NONE,-1,20130226,Ex Parte Seligsohn et al,NONE
10389701,2010007441,NONE,20040010491A1,20040115,NONE,-1,20130226,Ex Parte Riedinger,NONE
