patentId,artUnit,examinerName,filingDate,issueDate
8684420,3765,"HURLEY, SHAUN R",2013-07-26,2014-04-01
7994726,2821,"LE, TUNG X",2010-08-12,2011-08-09
7498749,2821,"LE, TUNG X",2007-10-30,2009-03-03
7329970,2836,"DEBERADINIS, ROBERT L",2006-07-06,2008-02-12
7781980,2821,"LE, TUNG X",2008-09-26,2010-08-24
8288952,2821,"LE, TUNG X",2011-07-25,2012-10-16
8999419,1793,"WONG, LESLIE A",2013-03-19,2015-04-07
8979446,3722,"HOWELL, DANIEL W",2011-06-03,2015-03-17
8822148,1797,"GAKH, YELENA G",2012-07-31,2014-09-02
8889083,1773,"HANDY, DWAYNE K",2006-10-30,2014-11-18
8329407,1777,"GAKH, YELENA G",2011-02-09,2012-12-11
8950161,3635,"NGUYEN, CHI Q",2013-10-31,2015-02-10
8959875,3635,"NGUYEN, CHI Q",2014-05-22,2015-02-24
8959876,3635,"NGUYEN, CHI Q",2014-06-18,2015-02-24
8273573,1777,"GAKH, YELENA G",2011-02-09,2012-09-25
8304193,1777,"GAKH, YELENA G",2011-02-09,2012-11-06
7554290,2838,"TSO, EDWARD H",2007-07-20,2009-06-30
7944173,2858,"TSO, EDWARD H",2008-12-09,2011-05-17
7999510,2858,"TSO, EDWARD H",2011-01-26,2011-08-16
8717758,2846,"HAUGHTON, ANTHONY MICHAEL",2012-06-18,2014-05-06
8837144,2846,"HAUGHTON, ANTHONY MICHAEL",2014-05-05,2014-09-16
5635517,1625,"AULAKH, CHARANJIT",1996-07-24,1997-06-03
7483504,2611,"BAYARD, EMMANUEL",2008-02-06,2009-01-27
7994726,2821,"LE, TUNG X",2010-08-12,2011-08-09
7498749,2821,"LE, TUNG X",2007-10-30,2009-03-03
7329970,2836,"DEBERADINIS, ROBERT L",2006-07-06,2008-02-12
7781980,2821,"LE, TUNG X",2008-09-26,2010-08-24
8288952,2821,"LE, TUNG X",2011-07-25,2012-10-16
5978594,2184,"TSAI, HENRY",1997-03-06,1999-11-02
7477410,2625,"POPOVICI, DOV",2004-06-24,2009-01-13
8856221,2456,"FAN, HUA",2012-10-15,2014-10-07
8926137,2875,"PAYNE, SHARON E",2014-01-22,2015-01-06
7454212,2617,"ZEWDU, MELESS NMN",2005-08-08,2008-11-18
6947748,2683,"ZEWDU, MELESS NMN",2000-12-15,2005-09-20
6993353,2684,"AMINZAY, SHAIMA Q",2001-08-08,2006-01-31
5836013,2482,"KELLEY, CHRISTOPHER S",1994-08-11,1998-11-10
5836013,2482,"KELLEY, CHRISTOPHER S",1994-08-11,1998-11-10
6319006,3732,"WEHNER, CARY ELLEN",2000-10-31,2001-11-20
6892304,2132,"DARROW, JUSTIN T",2000-10-03,2005-05-10
7087397,1655,"GITOMER, RALPH J",2002-12-23,2006-08-08
7938710,3765,"HALE, GLORIA M",2009-07-22,2011-05-10
8506350,3765,"HALE, GLORIA M",2011-05-09,2013-08-13
8506350,3765,"HALE, GLORIA M",2011-05-09,2013-08-13
8753170,3765,"HALE, GLORIA M",2013-08-09,2014-06-17
6487656,2185,"HECKLER, THOMAS M",1999-12-10,2002-11-26
7015913,2671,"TUNG, KEE M",2003-06-27,2006-03-21
6290699,3739,"COHEN, LEE S",1999-07-07,2001-09-18
6290699,3739,"COHEN, LEE S",1999-07-07,2001-09-18
5591678,2894,"GRAYBILL, DAVID E",1995-06-07,1997-01-07
8359102,3766,"WU, TONG E",2012-04-13,2013-01-22
8359102,3766,"WU, TONG E",2012-04-13,2013-01-22
6114319,1614,"FAY, ZOHREH A",1998-05-12,2000-09-05
7688347,2621,"PHILIPPE, GIMS S",2002-04-03,2010-03-30
5490216,2131,"CHACE, CHRISTIAN",1993-09-21,1996-02-06
8132720,3687,"RUDY, ANDREW J",2008-05-15,2012-03-13
6431294,3672,"NEUDER, WILLIAM P",2000-06-05,2002-08-13
7617073,2857,"WACHSMAN, HAL D",2003-02-28,2009-11-10
6318065,3746,"HAYES, ERIC D",1999-08-06,2001-11-20
5826034,2447,"HWANG, JOON H",1996-08-09,1998-10-20
6470686,3746,"GARTENBERG, EHUD",2001-09-24,2002-10-29
5826034,2447,"HWANG, JOON H",1996-08-09,1998-10-20
7606843,2162,"CORRIELUS, JEAN M",2003-02-28,2009-10-20
8239347,2162,"CORRIELUS, JEAN M",2009-09-10,2012-08-07
6612985,3736,"MCCROSKY, DAVID J",2001-02-26,2003-09-02
8626118,2645,"PATEL, MAHENDRA R",2012-04-17,2014-01-07
7494061,2887,"LABAZE, EDWYN",2006-06-30,2009-02-24
8489068,2646,"MATHARU, MANPREET S",2010-04-23,2013-07-16
8750486,2656,"SMITH, CREIGHTON H",2010-12-21,2014-06-10
7961860,2614,"ADDY, THJUAN KNOWLIN",2006-11-22,2011-06-14
8886663,2162,"LY, ANH",2008-09-20,2014-11-11
8135115,2614,"PATEL, HEMANT SHANTILAL",2006-11-22,2012-03-13
7907714,2614,"DEANE JR, WILLIAM J",2006-07-21,2011-03-15
5829397,3747,"LO, WEILUN",1996-08-22,1998-11-03
6474277,3742,"DAHBOUR, HENRY",2000-09-15,2002-11-05
6271884,2612,"HO, TUAN V",1999-09-28,2001-08-07
7092029,2622,"JERABEK, KELLY L",2001-03-22,2006-08-15
6836290,2612,"VU, NGOC YEN T",1999-04-29,2004-12-28
6883492,3747,"SOLIS, ERICK R",2003-04-08,2005-04-26
8142308,3711,"PASSANITI, SEBASTIANO",2010-12-15,2012-03-27
6508317,3671,"FLORIO, KRISTINE",2001-08-20,2003-01-21
5987343,3736,"WINAKUR, ERIC FRANK",1997-11-07,1999-11-16
6926907,1615,"SPEAR, JAMES M",2002-05-31,2005-08-09
7554290,2838,"TSO, EDWARD H",2007-07-20,2009-06-30
7944173,2858,"TSO, EDWARD H",2008-12-09,2011-05-17
7999510,2858,"TSO, EDWARD H",2011-01-26,2011-08-16
8117344,2457,"BURGESS, BARBARA N",2009-06-22,2012-02-14
8117344,2457,"BURGESS, BARBARA N",2009-06-22,2012-02-14
6928757,3671,"PEZZUTO, ROBERT ERIC",2003-01-09,2005-08-16
8626344,2127,"WHITTINGTON, ANTHONY T",2010-07-20,2014-01-07
5606951,3747,"LOW, LINDSAY M",1995-11-30,1997-03-04
5606951,3747,"LOW, LINDSAY M",1995-11-30,1997-03-04
8626344,2127,"WHITTINGTON, ANTHONY T",2010-07-20,2014-01-07
5921489,3653,"DARLING, JOHN PATRICK",1997-09-09,1999-07-13
8457797,2127,"WHITTINGTON, ANTHONY T",2010-09-29,2013-06-04
6923387,3752,"NGUYEN, DINH Q",2002-12-19,2005-08-02
6923387,3752,"NGUYEN, DINH Q",2002-12-19,2005-08-02
6923387,3752,"NGUYEN, DINH Q",2002-12-19,2005-08-02
5655365,3748,"BOMBERG, KENNETH",1995-06-06,1997-08-12
5655365,3748,"BOMBERG, KENNETH",1995-06-06,1997-08-12
5828751,3642,"GREGORY, BERNARR E",1996-04-08,1998-10-27
8896447,,,,
7945856,2629,"NGUYEN, KEVIN M",2009-01-13,2011-05-17
8899023,3748,"TRAN, DIEM T",2011-10-17,2014-12-02
9039982,1774,"DUONG, THANH P",2014-09-26,2015-05-26
9032709,3748,"TRAN, DIEM T",2007-02-20,2015-05-19
7181690,2173,"NGUYEN, CAO H",2000-08-03,2007-02-20
7493558,2173,"NGUYEN, CAO H",2006-11-02,2009-02-17
7038685,2628,"TUNG, KEE M",2003-06-30,2006-05-02
8412185,2648,"DAO, MINH D",2010-09-14,2013-04-02
RE43028,3711,"NGUYEN, KIEN T",2002-07-03,2011-12-13
6487200,2663,"MARCELO, MELVIN C",1996-04-04,2002-11-26
7887536,3739,"COHEN, LEE S",2009-08-19,2011-02-15
8241284,3775,"TRUONG, KEVIN THAO",2009-01-05,2012-08-14
8746330,3744,"ROSATI, BRANDON MICHAEL",2008-08-11,2014-06-10
8309943,2881,"WELLS, NIKITA",2011-05-03,2012-11-13
8633162,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-01-21
7786455,2881,"SOUW, BERNARD E",2007-04-02,2010-08-31
8601154,2454,"DONAGHUE, LARRY D",2011-01-31,2013-12-03
8629111,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-01-14
8685930,1676,"CORDERO GARCIA, MARCELA M",2013-08-07,2014-04-01
8648048,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-02-11
8642556,1676,"CORDERO GARCIA, MARCELA M",2013-08-14,2014-02-04
6013988,2821,"VO, TUYET THI",1998-08-03,2000-01-11
6147458,2821,"TRAN, CHUC",1999-06-29,2000-11-14
6250774,2875,"LEE, Y MY QUACH",1998-01-23,2001-06-26
6561690,2875,"ZEADE, BERTRAND",2001-08-20,2003-05-13
6586890,2821,"A, MINH D",2001-12-05,2003-07-01
7352138,2821,"TRAN, THUY V",2006-04-18,2008-04-01
7038399,2821,"TRAN, THUY V",2003-05-09,2006-05-02
5751346,2486,"ATALA, JAMIE JO",1997-01-08,1998-05-12
5751345,2486,"DASTOURI, MEHRDAD",1997-01-08,1998-05-12
8910641,1747,"MAYES, DIONNE WALLS",2013-06-19,2014-12-16
7435982,2881,"SAHU, MEENAKSHI S",2006-03-31,2008-10-14
8863752,1747,"MAYES, DIONNE WALLS",2013-06-11,2014-10-21
8893726,1747,"MAYES, DIONNE WALLS",2013-02-26,2014-11-25
7435982,2881,"SAHU, MEENAKSHI S",2006-03-31,2008-10-14
8899239,1747,"MAYES, DIONNE WALLS",2014-05-28,2014-12-02
8048414,1647,"STANFIELD, CHERIE MICHELLE",1995-03-15,2011-11-01
8065389,2442,"HAMZA, FARUK",2010-03-03,2011-11-22
8204959,2466,"HAMZA, FARUK",2011-10-03,2012-06-19
8623808,1761,"WEBB, GREGORY E",2011-08-05,2014-01-07
8728590,1722,"WU, SHEAN CHIU",2012-11-23,2014-05-20
6282648,2132,"PEESO, THOMAS R",2000-11-06,2001-08-28
7456317,1621,"SAWYER, JENNIFER C",2006-11-30,2008-11-25
7209140,2628,"GOOD JOHNSON, MOTILEWA",2000-05-31,2007-04-24
6819602,2824,"NGUYEN, VAN THU T",2002-10-23,2004-11-16
6804724,2182,"KIM, HAROLD J",1999-04-29,2004-10-12
8712486,2648,"CHAN, RICHARD",2012-01-11,2014-04-29
8252675,2897,"NEWTON, VALERIE N",2010-11-09,2012-08-28
8082501,2171,"NGUYEN, CAO H",2009-03-19,2011-12-20
6287902,2814,"CAO, PHAT X",1999-05-25,2001-09-11
8145998,2171,"NGUYEN, CAO H",2009-03-19,2012-03-27
6314409,3662,"GREGORY, BERNARR E",1998-10-26,2001-11-06
6314409,3662,"GREGORY, BERNARR E",1998-10-26,2001-11-06
5860158,2139,"BRAGDON, REGINALD GLENWOOD",1996-11-15,1999-01-12
8145998,2171,"NGUYEN, CAO H",2009-03-19,2012-03-27
6287902,2814,"CAO, PHAT X",1999-05-25,2001-09-11
6066584,1755,"MARCHESCHI, MICHAEL A",1997-01-31,2000-05-23
6895586,2141,"KANG, PAUL H",2000-08-30,2005-05-17
6337791,2831,"DINKINS, ANTHONY",2000-06-19,2002-01-08
6992879,2831,"HA, NGUYEN T",2001-09-10,2006-01-31
6144547,2831,"THOMAS, ERIC W",1998-11-23,2000-11-07
8795363,3733,"HOFFMAN, MARY C",2013-03-19,2014-08-05
7441189,2173,"NGUYEN, CAO H",2005-06-20,2008-10-21
8486066,3733,"HOFFMAN, MARY C",2003-05-15,2013-07-16
7059282,3748,"CHANG, CHING",2002-09-23,2006-06-13
8776738,3747,"KWON, JOHN",2013-12-23,2014-07-15
8820276,3747,"KWON, JOHN",2011-02-04,2014-09-02
7001385,3731,"REIP, DAVID OWEN",2004-01-13,2006-02-21
RE44186,1629,"POLANSKY, GREGG",2011-12-01,2013-04-30
RE39618,3661,"CHIN, GARY",2001-10-25,2007-05-08
7688347,2621,"PHILIPPE, GIMS S",2002-04-03,2010-03-30
8858996,1618,"WESTERBERG, NISSA M",2014-04-03,2014-10-14
6423063,3731,"REIP, DAVID OWEN",2000-05-11,2002-07-23
6099531,3731,"NGO, LIEN M",1998-08-20,2000-08-08
6275214,2674,"EISEN, ALEXANDER",1999-07-06,2001-08-14
8280304,2816,"PUENTES, DANIEL CALRISSIAN",2009-02-16,2012-10-02
8922628,2481,"PEREZ FUENTES, LUIS M",2010-09-01,2014-12-30
8696166,2875,"TSO, LAURA K",2013-04-30,2014-04-15
7296121,2187,"PEUGH, BRIAN R",2004-10-15,2007-11-13
8906189,1746,"MCNALLY, DANIEL",2009-04-01,2014-12-09
5974116,2656,"KUNTZ, CURTIS A",1998-07-02,1999-10-26
8484741,2494,"GERGISO, TECHANE",2012-01-27,2013-07-09
6934366,2643,"ENG, GEORGE",2002-12-10,2005-08-23
7006604,2645,"HOOSAIN, ALLAN",2003-07-14,2006-02-28
6493426,2643,"ENG, GEORGE",2001-02-14,2002-12-10
8860058,2896,"KALAM, ABUL",2012-08-23,2014-10-14
8860058,2896,"KALAM, ABUL",2012-08-23,2014-10-14
8969841,2881,"MCCORMACK, JASON L",2014-10-09,2015-03-03
7677203,3643,"PRICE JR, RICHARD THOMAS",2006-11-21,2010-03-16
6101534,2447,"HWANG, JOON H",1997-09-03,2000-08-08
8090803,2454,"DONAGHUE, LARRY D",2010-08-30,2012-01-03
7365871,2625,"SAFAIPOUR, HOUSHANG",2003-01-03,2008-04-29
5602831,2607,"MARCELO, MELVIN C",1995-03-31,1997-02-11
8525138,2881,"MCCORMACK, JASON L",2011-02-09,2013-09-03
6474277,3742,"DAHBOUR, HENRY",2000-09-15,2002-11-05
8572279,2454,"DONAGHUE, LARRY D",2011-01-31,2013-10-29
8572279,2454,"DONAGHUE, LARRY D",2011-01-31,2013-10-29
7370900,3612,"GORDON, STEPHEN T",2004-10-01,2008-05-13
9048000,2881,"MCCORMACK, JASON L",2013-08-12,2015-06-02
7296121,2187,"PEUGH, BRIAN R",2004-10-15,2007-11-13
7435982,2881,"SAHU, MEENAKSHI S",2006-03-31,2008-10-14
8659034,2893,"TRINH, HOA B",2013-03-12,2014-02-25
5945993,2174,"SAX, STEVEN PAUL",1998-01-30,1999-08-31
6980564,2661,"PHUNKULH, BOB A",2001-06-19,2005-12-27
6578086,2155,"JEAN, FRANTZ B",1999-09-27,2003-06-10
6831556,2632,"POPE, DARYL C",2001-05-16,2004-12-14
7664123,2419,"HO, DUC CHI",2004-01-22,2010-02-16
5825898,2743,"NGUYEN, DUC MINH",1996-06-27,1998-10-20
6483923,2644,"MCCHESNEY, ELIZABETH A",1998-08-06,2002-11-19
6049607,2653,"TSANG, FAN S",1998-09-18,2000-04-11
6363345,2641,"DORVIL, RICHEMOND",1999-02-18,2002-03-26
6363345,2641,"DORVIL, RICHEMOND",1999-02-18,2002-03-26
6377637,2634,"JIANG, LENNY R",2000-07-12,2002-04-23
6131121,2644,"PATEL, AJIT",1996-09-25,2000-10-10
6108704,2463,"RINEHART, MARK H",1995-09-25,2000-08-22
6009469,2447,"HWANG, JOON H",1996-09-25,1999-12-28
7945021,2882,"HO, ALLEN C",2002-12-18,2011-05-17
8114210,1732,"BRUNSMAN, DAVID M",2010-03-30,2012-02-14
8893559,2855,"THOMPSON, JEWEL VERGIE",2012-10-12,2014-11-25
6775601,3661,"ARTHUR JEANGLAUDE, GERTRUDE",2002-08-06,2004-08-10
8776218,2496,"PATEL, NIRAV B",2009-07-21,2014-07-08
6108704,2463,"RINEHART, MARK H",1995-09-25,2000-08-22
6131121,2644,"PATEL, AJIT",1996-09-25,2000-10-10
7636863,2115,"CONNOLLY, MARK A",2004-12-20,2009-12-22
8643724,2486,"RAO, ANAND SHASHIKANT",2013-03-13,2014-02-04
7664971,2115,"WANG, ALBERT C",2006-06-06,2010-02-16
8676491,3661,"ARTHUR JEANGLAUDE, GERTRUDE",2013-09-23,2014-03-18
8643724,2486,"RAO, ANAND SHASHIKANT",2013-03-13,2014-02-04
8543330,3661,"ARTHUR JEANGLAUDE, GERTRUDE",2012-09-17,2013-09-24
5850275,2871,"TON, MINH TOAN T",1997-01-29,1998-12-15
5966589,2812,"LEBENTRITT, MICHAEL",1997-12-12,1999-10-12
8939388,3752,"HWU, DAVIS D",2011-09-26,2015-01-27
8454204,2879,"WALFORD, NATALIE K",2011-12-27,2013-06-04
8349054,1776,"LAWRENCE JR, FRANK M",2010-12-01,2013-01-08
5732074,2414,"ORGAD, EDAN",1996-01-16,1998-03-24
5479479,2608,"BOST, DWAYNE D",1993-04-20,1995-12-26
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
7139794,2155,"TRAN, PHILIP B",2001-12-24,2006-11-21
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
7908343,2455,"LAZARO, DAVID R",2009-11-16,2011-03-15
8924506,2455,"LAZARO, DAVID R",2011-02-15,2014-12-30
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
7672104,2836,"KITOV, ZEEV V",2006-05-19,2010-03-02
6289453,3662,"GREGORY, BERNARR E",1998-09-08,2001-09-11
7706778,2617,"DOAN, KIET M",2006-04-03,2010-04-27
8150374,2617,"DOAN, KIET M",2009-12-01,2012-04-03
7295532,2616,"LY, ANH VU H",2001-08-17,2007-11-13
7295532,2616,"LY, ANH VU H",2001-08-17,2007-11-13
7039033,2616,"DUONG, FRANK",2001-05-07,2006-05-02
7016648,2683,"RAMPURIA, SHARAD K",2002-11-18,2006-03-21
7016648,2683,"RAMPURIA, SHARAD K",2002-11-18,2006-03-21
5995176,2871,"CHOWDHURY, TARIFUR RASHID",1997-03-21,1999-11-30
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
8692659,2685,"TRIEU, VAN THANH",2012-11-30,2014-04-08
7460190,2871,"QI, ZHI QIANG",2004-08-20,2008-12-02
D631670,2915,"LOHR, BARBARA B",2008-12-31,2011-02-01
8549310,2492,"MOORTHY, ARAVIND K",2009-06-24,2013-10-01
8687640,2467,"CHO, HONG SOL",2011-03-22,2014-04-01
8687640,2467,"CHO, HONG SOL",2011-03-22,2014-04-01
6160359,2821,"VU, DAVID HUNG",1998-01-30,2000-12-12
8579554,3722,"GATES, ERIC ANDREW",2010-01-13,2013-11-12
8579555,3722,"GATES, ERIC ANDREW",2011-01-13,2013-11-12
8090309,2618,"LE, THANH C",2007-12-31,2012-01-03
8725063,2649,"LE, THANH C",2010-10-15,2014-05-13
8725063,2649,"LE, THANH C",2010-10-15,2014-05-13
6542077,2632,"TRIEU, VAN THANH",2001-08-20,2003-04-01
6909053,2841,"NORRIS, JEREMY C",2002-09-27,2005-06-21
5870163,2871,"TON, MINH TOAN T",1997-01-31,1999-02-09
8311522,2644,"HUYNH, CHUCK",2010-09-28,2012-11-13
8315618,2644,"HUYNH, CHUCK",2011-03-14,2012-11-20
8306514,2644,"HUYNH, CHUCK",2011-03-14,2012-11-06
8311523,2644,"HUYNH, CHUCK",2011-03-14,2012-11-13
8311524,2644,"HUYNH, CHUCK",2011-03-14,2012-11-13
8315619,2644,"HUYNH, CHUCK",2011-03-14,2012-11-20
8727773,3732,"NELSON, MATTHEW M",2012-04-25,2014-05-20
6587046,2632,"TRIEU, VAN THANH",2002-10-30,2003-07-01
6542076,2632,"TRIEU, VAN THANH",2000-04-17,2003-04-01
6417833,2674,"TRAN, HENRY N",2000-06-09,2002-07-09
6510434,2171,"COBY, FRANTZ",1999-12-29,2003-01-21
7397363,2612,"TRIEU, VAN THANH",2002-09-16,2008-07-08
7277010,2612,"TRIEU, VAN THANH",2002-10-03,2007-10-02
7397363,2612,"TRIEU, VAN THANH",2002-09-16,2008-07-08
6549130,2693,"LEE, BENJAMIN C",1999-03-29,2003-04-15
6308265,2171,"CHEUNG, MARY DA ZHI WANG",1998-09-30,2001-10-23
7185189,2115,"BAE, JI H",2003-07-28,2007-02-27
7754702,1623,"LAU, JONATHAN S",2007-01-08,2010-07-13
6734927,2871,"CHOWDHURY, TARIFUR RASHID",2002-11-14,2004-05-11
8569325,1629,"FINN, MEGHAN R",2008-01-03,2013-10-29
8431549,1623,"LAU, JONATHAN S",2010-05-25,2013-04-30
8054315,2628,"NGUYEN, HAU H",2011-01-27,2011-11-08
8895612,1673,"LAU, JONATHAN S",2013-12-09,2014-11-25
8404703,1629,"FINN, MEGHAN R",2006-09-13,2013-03-26
5790092,2621,"AWAD, AMR A",1995-07-25,1998-08-04
6161005,2647,"FERGUSON, KEITH",1998-08-10,2000-12-12
6211534,2811,"ABRAHAM, FETSUM",1999-05-12,2001-04-03
7321368,2628,"NGUYEN, HAU H",2002-06-19,2008-01-22
7777753,2628,"NGUYEN, HAU H",2009-04-15,2010-08-17
7542045,2628,"NGUYEN, HAU H",2007-12-13,2009-06-02
8681164,2611,"NGUYEN, HAU H",2012-10-18,2014-03-25
6066584,1755,"MARCHESCHI, MICHAEL A",1997-01-31,2000-05-23
5777992,2465,"BANKS HAROLD, MARSHA DENISE",1995-06-07,1998-07-07
5539829,2608,"ISEN, FORESTER W",1995-06-07,1996-07-23
5323396,2603,"TON, DANG T",1992-12-21,1994-06-21
6542076,2632,"TRIEU, VAN THANH",2000-04-17,2003-04-01
6549130,2693,"LEE, BENJAMIN C",1999-03-29,2003-04-15
6826620,2151,"JEAN, FRANTZ B",1999-05-03,2004-11-30
6432586,1745,"MARTIN, ANGELA J",2000-04-10,2002-08-13
8375957,1747,"CRISPINO, RICHARD D",2009-01-15,2013-02-19
8916157,1647,"BUNNER, BRIDGET E",2014-08-06,2014-12-23
5978912,2131,"CHACE, CHRISTIAN",1997-03-20,1999-11-02
8783548,3782,"ELKINS, GARY E",2012-12-19,2014-07-22
8916158,1647,"BUNNER, BRIDGET E",2014-08-06,2014-12-23
5594936,2602,"HARVEY, DAVID E",1993-07-02,1997-01-14
6677082,1745,"WEINER, LAURA S",2001-06-21,2004-01-13
6680143,1745,"WEINER, LAURA S",2001-11-21,2004-01-20
7657018,2614,"NGUYEN, QUYNH H",2005-11-29,2010-02-02
6366130,2819,"TAN, VIBOL",2000-02-17,2002-04-02
6366130,2819,"TAN, VIBOL",2000-02-17,2002-04-02
6816213,2871,"CHUNG, DAVID Y",2002-12-09,2004-11-09
6761215,3672,"TSAY, FRANK",2002-09-06,2004-07-13
8940089,1732,"BRUNSMAN, DAVID M",2011-12-30,2015-01-27
8721502,3764,"RICHMAN, GLENN E",2013-03-08,2014-05-13
8725276,3714,"LANEAU, RONALD",2013-03-08,2014-05-13
8652009,3764,"RICHMAN, GLENN E",2013-03-07,2014-02-18
8855147,2462,"MILLS, DONALD L",2011-07-06,2014-10-07
8476239,1644,"OUSPENSKI, ILIA I",2009-06-04,2013-07-02
6113341,3652,"BRATLIE, STEVEN A",1998-10-22,2000-09-05
6183184,3652,"WERNER, FRANK E",1997-07-09,2001-02-06
6886956,2872,"ASSAF, FAYEZ G",2002-11-18,2005-05-03
6183184,3652,"WERNER, FRANK E",1997-07-09,2001-02-06
6519581,2122,"KHATRI, ANIL",2001-04-27,2003-02-11
6519581,2122,"KHATRI, ANIL",2001-04-27,2003-02-11
7756996,2455,"HAMZA, FARUK",2004-01-30,2010-07-13
7756996,2455,"HAMZA, FARUK",2004-01-30,2010-07-13
8141154,2435,"PICH, PONNOREAY",2010-06-14,2012-03-20
8015182,2163,"LE, MICHAEL",2006-11-29,2011-09-06
7930299,2163,"LE, MICHAEL",2006-11-29,2011-04-19
8729094,1628,"GEMBEH, SHIRLEY V",2013-05-24,2014-05-20
8729094,1628,"GEMBEH, SHIRLEY V",2013-05-24,2014-05-20
7757289,2435,"PICH, PONNOREAY",2005-12-12,2010-07-13
8729094,1628,"GEMBEH, SHIRLEY V",2013-05-24,2014-05-20
8729094,1628,"GEMBEH, SHIRLEY V",2013-05-24,2014-05-20
8646093,2431,"AVERY, JEREMIAH L",2009-12-09,2014-02-04
6908038,2876,"HESS, DANIEL A",2004-02-27,2005-06-21
6890188,2833,"GUSHI, ROSS N",2004-02-27,2005-05-10
8658430,MPEP,"COLE, MONIQUE T",2012-07-20,2014-02-25
8385966,2819,"HAMMOND, CRYSTAL L",2009-05-05,2013-02-26
7129091,1743,"GAKH, YELENA G",2003-05-09,2006-10-31
8150374,2617,"DOAN, KIET M",2009-12-01,2012-04-03
7706778,2617,"DOAN, KIET M",2006-04-03,2010-04-27
8868060,2646,"SHEDRICK, CHARLES TERRELL",2010-02-02,2014-10-21
8129342,1656,"KAM, CHIH MIN",2010-09-22,2012-03-06
5687196,2731,"WEBSTER, BRYAN E",1994-09-30,1997-11-11
8940089,1732,"BRUNSMAN, DAVID M",2011-12-30,2015-01-27
8058238,1656,"KAM, CHIH MIN",2007-04-24,2011-11-15
8058238,1656,"KAM, CHIH MIN",2007-04-24,2011-11-15
8058238,1656,"KAM, CHIH MIN",2007-04-24,2011-11-15
6009553,2112,"DECADY, ALBERT",1997-12-15,1999-12-28
6826620,2151,"JEAN, FRANTZ B",1999-05-03,2004-11-30
8180279,2618,"TRINH, TAN H",2011-01-20,2012-05-15
7477624,2616,"DUONG, FRANK",2006-04-03,2009-01-13
8689805,1747,"NGUYEN, PHU HOANG",2012-03-22,2014-04-08
6914893,2661,"SAM, PHIRIN",2001-03-19,2005-07-05
7477624,2616,"DUONG, FRANK",2006-04-03,2009-01-13
7477624,2616,"DUONG, FRANK",2006-04-03,2009-01-13
8542643,2474,"DUONG, FRANK",2011-03-08,2013-09-24
6418310,2683,"PEREZ GUTIERREZ, RAFAEL",1999-08-05,2002-07-09
6029052,2746,"FERGUSON, KEITH",1997-07-01,2000-02-22
5917405,2735,"EDWARDS  JR, TIMOTHY",1996-07-18,1999-06-29
8841469,1672,"CUTLIFF, YATE KAI RENE",2012-02-10,2014-09-23
8365742,1747,"MAYES, DIONNE WALLS",2011-04-05,2013-02-05
8962059,1793,"PRAKASH, SUBBALAKSHMI",2011-05-27,2015-02-24
8679524,1618,"DICKINSON, PAUL W",2012-06-01,2014-03-25
8252316,1618,"DICKINSON, PAUL W",2006-03-28,2012-08-28
8529350,3718,"PIERCE, DAMON JOSEPH",2009-08-25,2013-09-10
7702771,2449,"PATEL, ASHOKKUMAR B",2006-10-11,2010-04-20
7043543,2154,"PATEL, ASHOKKUMAR B",2001-08-15,2006-05-09
8940089,1732,"BRUNSMAN, DAVID M",2011-12-30,2015-01-27
8930535,2443,"DENNISON, JERRY B",2011-06-06,2015-01-06
6029052,2746,"FERGUSON, KEITH",1997-07-01,2000-02-22
6816898,2154,"EL HADY, NABIL M",2000-08-16,2004-11-09
RE43931,2642,"LY, NGHI H",2005-03-11,2013-01-15
7498749,2821,"LE, TUNG X",2007-10-30,2009-03-03
8863752,1747,"MAYES, DIONNE WALLS",2013-06-11,2014-10-21
7149510,2617,"DOAN, PHUOC HUU",2003-09-19,2006-12-12
7743213,2187,"NGUYEN, THAN VINH",2007-02-12,2010-06-22
7113996,2141,"BAYARD, DJENANE M",2001-07-20,2006-09-26
5715451,2771,"COBY, FRANTZ",1995-07-20,1998-02-03
8872078,3742,"VAN, QUANG T",2013-01-31,2014-10-28
6542076,2632,"TRIEU, VAN THANH",2000-04-17,2003-04-01
6549130,2693,"LEE, BENJAMIN C",1999-03-29,2003-04-15
7397363,2612,"TRIEU, VAN THANH",2002-09-16,2008-07-08
5917405,2735,"EDWARDS  JR, TIMOTHY",1996-07-18,1999-06-29
5682526,,,,
7265494,2821,"TRAN, THUY V",2004-10-12,2007-09-04
7990092,2837,"MASIH, KAREN",2008-09-08,2011-08-02
