patentId,artUnit,examinerName,filingDate,issueDate
8434282,3635,"NGUYEN, CHI Q",2012-08-27,2013-05-07
8424795,3654,"RIVERA, WILLIAM ARAUZ",2011-08-09,2013-04-23
5796411,2611,"TUNG, KEE M",1995-07-10,1998-08-18
RE043563,,,,
RE043563,,,,
RE043531,,,,
RE043531,,,,
7351410,1651,"DAVIS, RUTH A",2003-06-30,2008-04-01
7056712,1655,"MELLER, MICHAEL V",2001-07-10,2006-06-06
7655226,1651,"DAVIS, RUTH A",2008-01-30,2010-02-02
5949438,2611,"TUNG, KEE M",1997-12-23,1999-09-07
8273565,1656,"KIM, ALEXANDER D",2011-09-27,2012-09-25
6233314,2645,"HOOSAIN, ALLAN",1999-04-08,2001-05-15
5909482,2645,"ENG, GEORGE",1997-09-08,1999-06-01
7319740,2614,"WOO, STELLA L",2005-10-25,2008-01-15
7555104,2614,"RAMAKRISHNAIAH, MELUR",2006-02-24,2009-06-30
8213578,2614,"WOO, STELLA L",2007-12-13,2012-07-03
6594346,2645,"HOOSAIN, ALLAN",2001-02-14,2003-07-15
8077176,2628,"YANG, RYAN R",2009-06-01,2011-12-13
6243099,2611,"TUNG, KEE M",1999-01-12,2001-06-05
7542035,2628,"YANG, RYAN R",2003-06-25,2009-06-02
6603835,2645,"HOOSAIN, ALLAN",2001-08-23,2003-08-05
7003082,2643,"WOO, STELLA L",2003-08-05,2006-02-21
7174293,2626,"KNEPPER, DAVID D",2001-07-13,2007-02-06
7783489,2626,"CHAWAN, VIJAY B",2007-01-19,2010-08-24
RE038745,,,,
RE038745,,,,
6607803,1771,"VO, HAI",1999-09-24,2003-08-19
7047705,3635,"SLACK, NAOKO N",2003-08-18,2006-05-23
7047705,3635,"SLACK, NAOKO N",2003-08-18,2006-05-23
6163775,2161,"MOFIZ, APU M",1998-03-05,2000-12-19
6163775,2161,"MOFIZ, APU M",1998-03-05,2000-12-19
6163775,2161,"MOFIZ, APU M",1998-03-05,2000-12-19
6151604,2161,"MOFIZ, APU M",1998-03-05,2000-11-21
6151604,2161,"MOFIZ, APU M",1998-03-05,2000-11-21
8464767,3725,"MILLER, BENA B",2012-01-27,2013-06-18
8217902,2629,"HICKS, CHARLES V",2007-08-21,2012-07-10
8217902,2629,"HICKS, CHARLES V",2007-08-21,2012-07-10
8145268,2617,"MILLER, BRANDON J",2011-10-07,2012-03-27
8224381,2617,"MILLER, BRANDON J",2012-02-15,2012-07-17
8135398,2617,"HUA, QUAN M",2011-05-06,2012-03-13
7899492,2617,"MILLER, BRANDON J",2005-06-24,2011-03-01
8050711,2617,"MILLER, BRANDON J",2011-01-21,2011-11-01
6443094,3643,"PRICE JR, RICHARD THOMAS",2000-10-25,2002-09-03
8444874,1761,"HARDEE, JOHN R",2007-09-04,2013-05-21
8381573,2856,"ROY, PUNAM P",2010-09-15,2013-02-26
8231804,1771,"BHAT, NINA NMN",2008-12-10,2012-07-31
D686447,2913,"PHAM, RICKY NGOC",2012-12-14,2013-07-23
7110936,2128,"FERRIS III, FRED O",2001-11-19,2006-09-19
RE41251,1793,"KOSLOW, CAROL M",2008-01-30,2010-04-20
RE41251,1793,"KOSLOW, CAROL M",2008-01-30,2010-04-20
7806360,3654,"DONDERO, WILLIAM E",2008-10-17,2010-10-05
6738799,2155,"BAROT, BHARAT",2003-06-02,2004-05-18
6542673,2882,"SUCHECKI, KRYSTYNA",2001-06-22,2003-04-01
8135250,2874,"PETKOVSEK, DANIEL",2007-10-30,2012-03-13
8363992,2874,"PETKOVSEK, DANIEL",2012-02-05,2013-01-29
6585992,1651,"WITZ, JEAN C",2001-10-04,2003-07-01
6585992,1651,"WITZ, JEAN C",2001-10-04,2003-07-01
5686738,2815,"JACKSON JR, JEROME",1995-01-13,1997-11-11
8045952,2618,"TRAN, PABLO N",2006-11-27,2011-10-25
8050652,2618,"TRAN, PABLO N",2006-11-27,2011-11-01
7568628,2876,"HAUPT, KRISTY A",2005-03-11,2009-08-04
7802310,2432,"LEMMA, SAMSON B",2007-10-31,2010-09-21
8230099,2454,"WASEL, MOHAMED A",2008-05-02,2012-07-24
8214873,2448,"LUU, LE HIEN",2011-08-10,2012-07-03
8374461,2669,"KASSA, YOSEF",2011-07-12,2013-02-12
8374461,2669,"KASSA, YOSEF",2011-07-12,2013-02-12
6772215,2151,"JEAN, FRANTZ B",2000-03-29,2004-08-03
6466568,2664,"DUONG, FRANK",1999-09-21,2002-10-15
5980559,3731,"JACKSON, GARY",1997-11-04,1999-11-09
7087073,3731,"JACKSON, GARY",2003-04-14,2006-08-08
7749229,3733,"PHILOGENE, PEDRO",2005-06-30,2010-07-06
5593427,3766,"SCHAETZLE, KENNEDY",1996-02-14,1997-01-14
5749904,3737,"SCHAETZLE, KENNEDY",1996-07-31,1998-05-12
5836978,3737,"SCHAETZLE, KENNEDY",1997-08-12,1998-11-17
6095661,2875,"ZEADE, BERTRAND",1998-03-19,2000-08-01
6488390,2875,"ZEADE, BERTRAND",2001-10-16,2002-12-03
5803927,3737,"SCHAETZLE, KENNEDY",1997-02-19,1998-09-08
5735879,3737,"SCHAETZLE, KENNEDY",1997-02-20,1998-04-07
7439616,2892,"CHAMBLISS, ALONZO",2006-02-10,2008-10-21
6047212,3737,"SCHAETZLE, KENNEDY",1997-10-08,2000-04-04
5749905,3737,"SCHAETZLE, KENNEDY",1996-08-02,1998-05-12
5607454,3766,"SCHAETZLE, KENNEDY",1994-04-14,1997-03-04
6702821,3731,"REIP, DAVID OWEN",2001-08-28,2004-03-09
8133229,3733,"HOFFMAN, MARY C",2003-10-14,2012-03-13
6500195,3731,"JACKSON, GARY",2001-06-01,2002-12-31
8204561,2617,"NOBILE, DANIEL A",2011-10-26,2012-06-19
8418432,3671,"TORRES, ALICIA M",2011-07-19,2013-04-16
5527343,3769,"JACKSON, GARY",1994-11-23,1996-06-18
7806896,3733,"PHILOGENE, PEDRO",2003-11-25,2010-10-05
5921986,3731,"JACKSON, GARY",1998-02-06,1999-07-13
8147514,3734,"TRUONG, KEVIN THAO",2009-01-26,2012-04-03
8147514,3734,"TRUONG, KEVIN THAO",2009-01-26,2012-04-03
8094885,2624,"TRAN, PHUOC",2009-09-14,2012-01-10
6978346,2153,"LIM, KRISNA",2000-12-29,2005-12-20
6424625,2664,"YAO, KWANG BIN",1998-10-28,2002-07-23
6432586,1745,"MARTIN, ANGELA J",2000-04-10,2002-08-13
8014917,3661,"CAMBY, RICHARD M",2010-03-19,2011-09-06
7197662,2113,"MASKULINSKI, MICHAEL C",2002-10-31,2007-03-27
6618047,2672,"BRIER, JEFFERY A",2000-01-20,2003-09-09
6172679,2619,"HARRISON, CHANTE E",1997-09-22,2001-01-09
8278351,1629,"POLANSKY, GREGG",2011-07-25,2012-10-02
7123208,2821,"PHAN, THO GIA",2005-04-08,2006-10-17
7397431,2821,"PHAN, THO GIA",2005-07-12,2008-07-08
7394432,2821,"PHAN, THO GIA",2006-10-17,2008-07-01
7015868,2821,"PHAN, THO GIA",2004-10-12,2006-03-21
6842677,3661,"ARTHUR JEANGLAUD, GERTRUDE",2003-02-28,2005-01-11
6069982,2677,"LEE, TOMMY D",1997-12-23,2000-05-30
8201288,3761,"SU, SUSAN SHAN",2009-08-24,2012-06-19
6482520,1775,"BOSS, WENDY L",2000-02-25,2002-11-19
6982874,2835,"CHERVINSKY, BORIS LEO",2003-11-25,2006-01-03
7292441,2835,"CHERVINSKY, BORIS LEO",2005-07-07,2007-11-06
7463151,2612,"NGUYEN, PHUNG",2006-03-31,2008-12-09
6771290,2173,"NGUYEN, CAO H",2001-04-11,2004-08-03
7103380,2617,"BHATTACHARYA, SAM",1999-09-08,2006-09-05
6771290,2173,"NGUYEN, CAO H",2001-04-11,2004-08-03
6771290,2173,"NGUYEN, CAO H",2001-04-11,2004-08-03
8000782,3736,"FOREMAN, JONATHAN M",2009-12-01,2011-08-16
8000782,3736,"FOREMAN, JONATHAN M",2009-12-01,2011-08-16
7024205,2681,"PEREZ, JULIO R",2000-11-06,2006-04-04
7203752,2143,"NGUYEN, PHUOC H",2002-02-14,2007-04-10
6628314,2173,"NGUYEN, CAO H",2000-10-30,2003-09-30
6628314,2173,"NGUYEN, CAO H",2000-10-30,2003-09-30
6771290,2173,"NGUYEN, CAO H",2001-04-11,2004-08-03
6945013,3721,"TAWFIK, SAMEH",2001-05-31,2005-09-20
8291812,3742,"ALEXANDER, REGINALD",2009-11-17,2012-10-23
6475435,1744,"SOUBRA, IMAD",1999-06-11,2002-11-05
6771290,2173,"NGUYEN, CAO H",2001-04-11,2004-08-03
6980469,2827,"NGUYEN, VIET Q",2003-08-19,2005-12-27
6209591,3751,"DOUGLAS, STEVEN O",1999-08-18,2001-04-03
6628314,2173,"NGUYEN, CAO H",2000-10-30,2003-09-30
6628314,2173,"NGUYEN, CAO H",2000-10-30,2003-09-30
6481468,3751,"DOUGLAS, STEVEN O",2001-02-12,2002-11-19
6536188,3721,"TAWFIK, SAMEH",1999-05-06,2003-03-25
6536188,3721,"TAWFIK, SAMEH",1999-05-06,2003-03-25
5978791,2161,"MOFIZ, APU M",1997-10-24,1999-11-02
8099420,2166,"PHAM, KHANH B",2004-12-22,2012-01-17
6415280,2177,"HOMERE, JEAN RAYMOND",1999-04-01,2002-07-02
6799084,3653,"BUTLER, MICHAEL E",2001-01-31,2004-09-28
6799084,3653,"BUTLER, MICHAEL E",2001-01-31,2004-09-28
7802310,2432,"LEMMA, SAMSON B",2007-10-31,2010-09-21
6928442,2167,"PHAM, KHANH B",2001-11-15,2005-08-09
8112504,2493,"SHAW, PETER C",2009-03-04,2012-02-07
D0652922,,,,
5686738,2815,"JACKSON JR, JEROME",1995-01-13,1997-11-11
8192356,3733,"PHILOGENE, PEDRO",2009-12-10,2012-06-05
8192356,3733,"PHILOGENE, PEDRO",2009-12-10,2012-06-05
8016767,3766,"BOCKELMAN, MARK",2007-04-23,2011-09-13
8016767,3766,"BOCKELMAN, MARK",2007-04-23,2011-09-13
7177798,2626,"CHAWAN, VIJAY B",2001-05-21,2007-02-13
6953703,2823,"TOLEDO, FERNANDO L",2003-06-30,2005-10-11
7702682,2161,"NGUYEN, CAM LINH T",2005-11-14,2010-04-20
7702682,2161,"NGUYEN, CAM LINH T",2005-11-14,2010-04-20
8005535,3736,"FOREMAN, JONATHAN M",2009-04-14,2011-08-23
7010536,2161,"NGUYEN, CAM LINH T",1999-04-07,2006-03-07
7010536,2161,"NGUYEN, CAM LINH T",1999-04-07,2006-03-07
8361235,1732,"COHEN, STEFANIE J",2010-11-09,2013-01-29
7010536,2161,"NGUYEN, CAM LINH T",1999-04-07,2006-03-07
7010536,2161,"NGUYEN, CAM LINH T",1999-04-07,2006-03-07
8005535,3736,"FOREMAN, JONATHAN M",2009-04-14,2011-08-23
7480822,2114,"LOHN, JOSHUA A",2005-07-13,2009-01-20
7831861,2114,"CHU, GABRIEL L",2008-02-07,2010-11-09
7024527,2186,"THAI, TUAN V",2003-07-18,2006-04-04
8117168,2155,"WALDRON, SCOTT A",2009-03-31,2012-02-14
7010536,2161,"NGUYEN, CAM LINH T",1999-04-07,2006-03-07
7010536,2161,"NGUYEN, CAM LINH T",1999-04-07,2006-03-07
8490043,2825,"DOAN, NGHIA M",2010-03-04,2013-07-16
6483080,3742,"PELHAM, JOSEPH MOORE",2001-04-20,2002-11-19
7356498,3627,"RUDY, ANDREW J",1999-12-30,2008-04-08
7980457,3687,"RUDY, ANDREW J",2008-02-22,2011-07-19
8266044,3687,"RUDY, ANDREW J",2011-07-07,2012-09-11
5593417,3775,"TRUONG, KEVIN THAO",1995-11-27,1997-01-14
8312286,2493,"LAVELLE, GARY E",2008-12-29,2012-11-13
7490348,2436,"COLIN, CARL G",2004-03-15,2009-02-10
6369416,2826,"FORDE, REMMON R",1999-09-23,2002-04-09
6459625,2818,"LE, THONG QUOC",2001-01-23,2002-10-01
6731536,2818,"NGUYEN, VIET Q",2002-03-07,2004-05-04
6900124,2818,"LE, DUNG ANH",2003-09-03,2005-05-31
7018922,2818,"LE, DUNG ANH",2004-10-19,2006-03-28
7151027,2818,"NHU, DAVID",2004-06-01,2006-12-19
6482228,3738,"MATTHEWS, WILLIAM H",2000-11-14,2002-11-19
6482228,3738,"MATTHEWS, WILLIAM H",2000-11-14,2002-11-19
6955677,3732,"PHILOGENE, PEDRO",2002-10-15,2005-10-18
6058045,2818,"PHAN, TRONG Q",1999-05-25,2000-05-02
6563133,2815,"DIAZ, JOSE R",2000-08-09,2003-05-13
7879828,1627,"CHONG, YONG SOO",2006-03-13,2011-02-01
8288745,2881,"LOGIE, MICHAEL J",2008-04-28,2012-10-16
6985912,2165,"MOFIZ, APU M",2003-07-22,2006-01-10
7103600,2165,"MOFIZ, APU M",2003-03-06,2006-09-05
7167862,2165,"MOFIZ, APU M",2003-03-10,2007-01-23
7892088,3714,"LEIVA, FRANK M",2001-10-18,2011-02-22
6292403,2818,"TRAN, MICHAEL THANH",2000-03-07,2001-09-18
6941543,2124,"CHAVIS, JOHN Q",2000-08-07,2005-09-06
8532867,3661,"CAMBY, RICHARD M",2013-04-16,2013-09-10
8532867,3661,"CAMBY, RICHARD M",2013-04-16,2013-09-10
8383675,1629,"POLANSKY, GREGG",2012-07-10,2013-02-26
6023153,2838,"BERHANE, ADOLF D",1998-09-10,2000-02-08
8271688,2443,"NGUYEN, PHUOC H",2010-10-29,2012-09-18
5652542,2842,"MOTTOLA, STEVEN J",1995-10-23,1997-07-29
6970183,2613,"RAO, ANAND SHASHIKANT",2000-06-14,2005-11-29
5652544,2129,"GAFFIN, JEFFREY A",1995-11-16,1997-07-29
7033492,1724,"HOEY, BETSEY MORRISON",2003-06-23,2006-04-25
7537706,1797,"PRINCE JR, FREDDIE GARY",2004-11-24,2009-05-26
7188145,2155,"WON, MICHAEL YOUNG",2001-01-12,2007-03-06
6345553,3723,"SHAKERI, HADI",2000-09-28,2002-02-12
6505530,3723,"SHAKERI, HADI",2002-02-12,2003-01-14
7730262,2185,"ELMORE, STEPHEN C",2007-03-02,2010-06-01
7822816,2451,"TRAN, NGHI V",2003-08-19,2010-10-26
8283935,1713,"DEO, DUY VU NGUYEN",2008-07-08,2012-10-09
8193402,1771,"MCAVOY, ELLEN M",2008-12-03,2012-06-05
8378160,1771,"MCAVOY, ELLEN M",2012-04-06,2013-02-19
8487149,1771,"MCAVOY, ELLEN M",2012-07-24,2013-07-16
6726726,3738,"WILLSE, DAVID H",2001-02-16,2004-04-27
8204561,2617,"NOBILE, DANIEL A",2011-10-26,2012-06-19
6249516,2663,"VU, HUY DUY",2000-01-27,2001-06-19
7749178,3771,"DEMILLE, DANTON D",2006-02-01,2010-07-06
8321580,2443,"NGUYEN, PHUOC H",2012-04-27,2012-11-27
7518879,2841,"SEMENENKO, YURIY",2006-03-21,2009-04-14
6258455,1774,"DIXON, MERRICK L",1999-03-29,2001-07-10
6978346,2153,"LIM, KRISNA",2000-12-29,2005-12-20
5995091,2176,"PADMANABHAN, KAVITA",1996-05-10,1999-11-30
5995091,2176,"PADMANABHAN, KAVITA",1996-05-10,1999-11-30
5513129,2414,"RAMIREZ, ELLIS B",1993-07-14,1996-04-30
6764005,2876,"LEE, SEUNG H",2001-08-15,2004-07-20
7828207,2887,"LEE, SEUNG H",2008-11-18,2010-11-09
8490875,2887,"LEE, SEUNG H",2010-09-08,2013-07-23
7343165,2618,"NGUYEN, LEE",2001-04-11,2008-03-11
7851482,1625,"AULAKH, CHARANJIT",2007-10-03,2010-12-14
6318065,3746,"HAYES, ERIC D",1999-08-06,2001-11-20
6470686,3746,"GARTENBERG, EHUD",2001-09-24,2002-10-29
6769258,3746,"RODRIGUEZ, WILLIAM H",2002-07-26,2004-08-03
6167607,3726,"BRYANT, DAVID P",1995-06-07,2001-01-02
7756297,2624,"LU, TOM Y",2007-10-31,2010-07-13
7843429,2629,"ABDULSELAM, ABBAS I",2005-07-22,2010-11-30
7505854,2863,"LE, JOHN H",2006-07-18,2009-03-17
8579876,3761,"SU, SUSAN SHAN",2010-08-03,2013-11-12
6311136,2857,"BARBEE, MANUEL L",1998-07-08,2001-10-30
6502135,2153,"LIM, KRISNA",2000-02-15,2002-12-31
6502135,2153,"LIM, KRISNA",2000-02-15,2002-12-31
7490151,2153,"LIM, KRISNA",2002-09-30,2009-02-10
7921211,2453,"LIM, KRISNA",2007-08-17,2011-04-05
7921211,2453,"LIM, KRISNA",2007-08-17,2011-04-05
7418504,2153,"LIM, KRISNA",2003-11-18,2008-08-26
7418504,2153,"LIM, KRISNA",2003-11-18,2008-08-26
7136761,2857,"BARBEE, MANUEL L",2005-05-17,2006-11-14
7124646,2855,"THOMPSON, JEWEL VERGIE",2005-08-22,2006-10-24
7634666,2432,"KIM, JUNG W",2003-08-15,2009-12-15
6904796,2855,"ALLEN, ANDRE J",2003-04-21,2005-06-14
8298123,3764,"GANESAN, SUNDHARA M",2011-07-15,2012-10-30
6020435,1713,"HENDERSON JR, CHRISTOPHER A",1997-11-20,2000-02-01
8281425,3751,"NGUYEN, TUAN N",2005-11-01,2012-10-09
7493097,2618,"TRINH, SONNY",2005-07-07,2009-02-17
7493097,2618,"TRINH, SONNY",2005-07-07,2009-02-17
8281425,3751,"NGUYEN, TUAN N",2005-11-01,2012-10-09
7837736,3733,"PHILOGENE, PEDRO",2007-10-30,2010-11-23
8278492,1775,"HINES, LATOSHA D",2006-06-30,2012-10-02
6785530,2685,"LE, DUY K",2001-03-16,2004-08-31
7335157,3735,"GILBERT, SAMUEL G",2004-04-20,2008-02-26
6611278,2672,"YANG, RYAN R",2001-09-21,2003-08-26
6307576,2672,"YANG, RYAN R",1997-10-02,2001-10-23
6771970,2681,"NGUYEN, HUY D",2000-10-02,2004-08-03
5535320,2412,"NGUYEN, PHU K",1994-07-01,1996-07-09
6618788,2189,"DHARIA, RUPAL",2000-09-27,2003-09-09
6069839,2818,"TRAN, MICHAEL THANH",1999-01-27,2000-05-30
8306993,2166,"PHAM, KHANH B",2007-05-07,2012-11-06
6477126,2653,"HINDI, NABIL Z",1999-11-19,2002-11-05
6101162,2688,"YOUNG, WAYNE R",1998-10-27,2000-08-08
7496854,2174,"LUU, SY D",2001-08-06,2009-02-24
7496854,2174,"LUU, SY D",2001-08-06,2009-02-24
7917843,2176,"TRAN, QUOC A",2008-07-29,2011-03-29
7953390,2617,"WASHINGTON, ERIKA ALISE",2009-06-30,2011-05-31
8240744,3612,"PATEL, KIRAN B",2011-07-12,2012-08-14
7953390,2617,"WASHINGTON, ERIKA ALISE",2009-06-30,2011-05-31
8235455,3612,"PATEL, KIRAN B",2011-07-12,2012-08-07
8306993,2166,"PHAM, KHANH B",2007-05-07,2012-11-06
6179053,3672,"TSAY, FRANK",1999-08-12,2001-01-30
6482199,3739,"VRETTAKOS, PETER J",2000-08-02,2002-11-19
8485565,3765,"HURLEY, SHAUN R",2011-09-08,2013-07-16
6222719,2836,"FLEMING, FRITZ M",1999-07-15,2001-04-24
7859565,2483,"CZEKAJ, DAVID J",2003-08-19,2010-12-28
7991522,,,,
8386114,3664,"FIGUEROA, JAIME",2012-08-03,2013-02-26
8386114,3664,"FIGUEROA, JAIME",2012-08-03,2013-02-26
5972401,1761,"BECKER, DREW E",1997-11-28,1999-10-26
7897919,2884,"VU, MINDY D",2009-09-28,2011-03-01
7877175,3664,"FIGUEROA, JAIME",2010-04-21,2011-01-25
7877175,3664,"FIGUEROA, JAIME",2010-04-21,2011-01-25
6131121,2644,"PATEL, AJIT",1996-09-25,2000-10-10
6108704,2463,"RINEHART, MARK H",1995-09-25,2000-08-22
6009469,2447,"HWANG, JOON H",1996-09-25,1999-12-28
6345402,3628,"TRETTEL, MICHAEL",2000-03-23,2002-02-12
6030384,3739,"GIBSON, ROY DEAN",1998-05-01,2000-02-29
8457340,2656,"ENSEY, BRIAN",2011-08-12,2013-06-04
7433483,2615,"ENSEY, BRIAN",2004-09-08,2008-10-07
8107875,2618,"WANG, FANGHWA",2009-03-25,2012-01-31
8504697,2453,"LIM, KRISNA",2011-12-28,2013-08-06
8504697,2453,"LIM, KRISNA",2011-12-28,2013-08-06
8068827,2618,"REGO, DOMINIC E",2008-10-09,2011-11-29
8010043,2618,"TRINH, TAN H",2008-07-21,2011-08-30
6682527,3742,"DAHBOUR, HENRY",2001-03-13,2004-01-27
8499047,2455,"LAZARO, DAVID R",2009-11-18,2013-07-30
7303992,2812,"GHYKA, ALEXANDER G",2005-11-14,2007-12-04
5793302,2683,"ZIMMERMAN, BRIAN A",1996-11-12,1998-08-11
8392684,2185,"AYASH, MARWAN",2006-07-31,2013-03-05
7815786,2812,"GHYKA, ALEXANDER G",2007-08-28,2010-10-19
7724879,2614,"GAUTHIER, GERALD",2007-08-24,2010-05-25
8546627,1771,"MCAVOY, ELLEN M",2012-04-06,2013-10-01
6097023,2878,"LEE, JOHN R",1998-08-17,2000-08-01
8107786,2484,"SHIBRU, HELEN",2006-08-31,2012-01-31
7423248,2878,"LE, QUE TAN",2007-11-07,2008-09-09
7459664,2878,"YAM, STEPHEN K",2007-01-24,2008-12-02
8203440,2612,"PHAM, TOAN NGOC",2012-01-16,2012-06-19
7994462,2878,"SOHN, SEUNG C",2009-12-17,2011-08-09
7344261,2872,"PRITCHETT, JOSHUA L",2005-10-06,2008-03-18
7459664,2878,"YAM, STEPHEN K",2007-01-24,2008-12-02
7339149,2878,"LE, QUE TAN",1999-11-16,2008-03-04
7655894,2878,"SOHN, SEUNG C",2008-11-19,2010-02-02
8222588,2878,"SOHN, SEUNG C",2011-08-05,2012-07-17
7459664,2878,"YAM, STEPHEN K",2007-01-24,2008-12-02
8222588,2878,"SOHN, SEUNG C",2011-08-05,2012-07-17
7994462,2878,"SOHN, SEUNG C",2009-12-17,2011-08-09
7409437,2154,"VU, VIET DUY",2002-11-18,2008-08-05
7921139,2161,"CHEN, TE Y",2006-12-01,2011-04-05
6233736,2611,"MILLER, JOHN W",1998-04-03,2001-05-15
6883446,3765,"KAUFFMAN, BRIAN K",2004-02-11,2005-04-26
6724403,2173,"NGUYEN, CAO H",2000-10-30,2004-04-20
7318414,3747,"MOULIS, THOMAS N",2002-05-10,2008-01-15
7318414,3747,"MOULIS, THOMAS N",2002-05-10,2008-01-15
6018768,2448,"VU, VIET DUY",1998-07-06,2000-01-25
7941151,2617,"NGUYEN, DAVID Q",2007-02-23,2011-05-10
6968884,3634,"JOHNSON, BLAIR M",2002-06-26,2005-11-29
6324463,3661,"BEAULIEU, YONEL",1999-05-12,2001-11-27
6324463,3661,"BEAULIEU, YONEL",1999-05-12,2001-11-27
6324463,3661,"BEAULIEU, YONEL",1999-05-12,2001-11-27
8230896,3634,"JOHNSON, BLAIR M",2010-08-16,2012-07-31
6283192,3634,"PUROL, DAVID M",1999-01-13,2001-09-04
5562728,3738,"SWEET, THOMAS",1995-04-12,1996-10-08
6648050,3634,"JOHNSON, BLAIR M",2000-10-10,2003-11-18
6836420,2818,"NGUYEN, VIET Q",2002-03-04,2004-12-28
7147662,3731,"HOUSTON, ELIZABETH",2002-12-19,2006-12-12
6324463,3661,"BEAULIEU, YONEL",1999-05-12,2001-11-27
6324463,3661,"BEAULIEU, YONEL",1999-05-12,2001-11-27
8314689,2684,"PHAM, TOAN NGOC",2012-06-18,2012-11-20
8314689,2684,"PHAM, TOAN NGOC",2012-06-18,2012-11-20
5602524,2617,"WU, DANIEL J",1993-11-23,1997-02-11
8324552,2878,"SOHN, SEUNG C",2012-07-16,2012-12-04
8324552,2878,"SOHN, SEUNG C",2012-07-16,2012-12-04
8324552,2878,"SOHN, SEUNG C",2012-07-16,2012-12-04
6925481,2157,"MEKY, MOUSTAFA M",2001-05-03,2005-08-02
7254621,2157,"MEKY, MOUSTAFA M",2005-03-07,2007-08-07
RE042913,,,,
RE40927,2873,"MAI, HUY KIM",2005-08-05,2009-10-06
6763573,3726,"COZART, JERMIE E",2001-11-19,2004-07-20
7062831,3726,"COZART, JERMIE E",2004-02-27,2006-06-20
6738799,2155,"BAROT, BHARAT",2003-06-02,2004-05-18
7128617,2833,"NGUYEN, TRUC T",2004-12-16,2006-10-31
5825891,3642,"CANGIALOSI, SALVATORE A",1997-10-29,1998-10-20
8228640,2627,"HEINZ, ALLEN J",2010-08-30,2012-07-24
7836371,2117,"TON, DAVID",2006-06-16,2010-11-16
7959635,3733,"FISHER, ELANA BETH",2004-03-08,2011-06-14
8584946,2876,"MIKELS, MATTHEW",2011-04-01,2013-11-19
8573666,3612,"PATEL, KIRAN B",2012-12-27,2013-11-05
6421724,2858,"BENSON, WALTER",1999-08-30,2002-07-16
8318738,1624,"HABTE, KAHSAY",2011-07-29,2012-11-27
5687132,2818,"DINH, SON T",1995-10-26,1997-11-11
7177798,2626,"CHAWAN, VIJAY B",2001-05-21,2007-02-13
7177798,2626,"CHAWAN, VIJAY B",2001-05-21,2007-02-13
7806896,3733,"PHILOGENE, PEDRO",2003-11-25,2010-10-05
8220959,2875,"TON, ANABEL",2010-05-14,2012-07-17
8475832,1633,"EPPS -SMITH, JANET L",2009-08-07,2013-07-02
6601126,2189,"MYERS, PAUL R",2000-05-02,2003-07-29
8312672,1661,"BELL, KENT L",2011-05-16,2012-11-20
8071845,1661,"BELL, KENT L",2010-08-02,2011-12-06
7832143,1661,"BELL, KENT L",2009-01-23,2010-11-16
8245439,3644,"PALO, FRANCIS T",2011-10-03,2012-08-21
8028469,3644,"PALO, FRANCIS T",2008-05-28,2011-10-04
8622984,3761,"KIDWELL, MICHELE M",2010-10-27,2014-01-07
8195415,2857,"RAYMOND, EDWARD",2010-01-29,2012-06-05
7526784,2421,"VU, NGOC K",2005-05-03,2009-04-28
RE044079,,,,
8401682,2654,"MEI, XU",2009-08-14,2013-03-19
8291499,,,,
8364295,2654,"MEI, XU",2006-12-07,2013-01-29
8504631,2455,"LAZARO, DAVID R",2011-09-16,2013-08-06
6252004,1713,"EGWIM, KELECHI CHIDI",1999-10-14,2001-06-26
6515262,3742,"PELHAM, JOSEPH MOORE",2001-07-11,2003-02-04
6624392,3742,"PELHAM, JOSEPH MOORE",2002-01-14,2003-09-23
8504628,2455,"TRAN, PHILIP B",2010-06-04,2013-08-06
7806896,3733,"PHILOGENE, PEDRO",2003-11-25,2010-10-05
7966372,2455,"TRAN, PHILIP B",2000-07-27,2011-06-21
6606581,2857,"SUAREZ, FELIX E",2000-06-14,2003-08-12
8468199,2455,"TRAN, PHILIP B",2012-06-25,2013-06-18
RE043707,,,,
8329216,1611,"CHANNAVAJJALA, LAKSHMI SARADA",2006-06-29,2012-12-11
8309122,1611,"CHANNAVAJJALA, LAKSHMI SARADA",2007-02-28,2012-11-13
6306141,3764,"YU, JUSTINE ROMANG",1995-06-07,2001-10-23
6289993,3672,"NEUDER, WILLIAM P",1999-06-23,2001-09-18
8085966,2614,"ROBINSON, RYAN C",2007-01-10,2011-12-27
8041805,2443,"SHIN, KYUNG H",2006-07-19,2011-10-18
8286561,3637,"CHEN, JOSE V",2009-09-18,2012-10-16
6690273,2632,"CROSLAND, DONNIE L",2001-11-13,2004-02-10
6317039,2632,"CROSLAND, DONNIE L",1998-10-19,2001-11-13
8528778,3788,"COLLINS, RAVEN",2012-06-26,2013-09-10
7579019,1616,"FISHER, ABIGAIL L",2005-03-01,2009-08-25
6635280,1615,"BENNETT, RACHEL M",2001-11-06,2003-10-21
6340475,1615,"SEIDLECK, BRIAN K",1999-03-29,2002-01-22
6340475,1615,"SEIDLECK, BRIAN K",1999-03-29,2002-01-22
7728132,1624,"BALASUBRAMANIAN, VENKATARAMAN",2007-04-16,2010-06-01
7543318,2421,"LONSBERRY, HUNTER B",2007-04-17,2009-06-02
6823269,2863,"LE, JOHN H",2002-04-12,2004-11-23
5505788,1757,"BARTON, JEFFREY THOMAS",1994-06-29,1996-04-09
