patentId,Art Unit,Examiner Name

"8843141,2645,""MEHRA, INDER P"""

"8098600,2617,""MEHRA, INDER P"""

"8904464,2425,""CHEN, CAI Y"""

"8731977,3692,""JOHNSON, GREGORY L"""

"8214246,3623,""DICKERSON, TIPHANY B"""

"8118221,2887,""LE, THIEN MINH"""

"7334720,2876,""PAIK, STEVEN SANGYUL"""

"8033458,2887,""LE, THIEN MINH"""

"8061598,2887,""LE, THIEN MINH"""

"8794516,2887,""LE, THIEN MINH"""

"8033458,2887,""LE, THIEN MINH"""

"7942317,2887,""LE, THIEN MINH"""

"7334720,2876,""PAIK, STEVEN SANGYUL"""

"8118221,2887,""LE, THIEN MINH"""

"7334720,2876,""PAIK, STEVEN SANGYUL"""

"7942317,2887,""LE, THIEN MINH"""

"8118221,2887,""LE, THIEN MINH"""

"8061598,2887,""LE, THIEN MINH"""

"8336772,2887,""LE, THIEN MINH"""

"8336772,2887,""LE, THIEN MINH"""

"8234184,3625,""ALLEN, WILLIAM J"""

"6999938,3625,""SMITH, JEFFREY A"""

"7856375,3688,""ALVAREZ, RAQUEL"""

"7890366,3688,""ALVAREZ, RAQUEL"""

"8738435,3682,""ALVAREZ, RAQUEL"""

"7860744,3688,""ALVAREZ, RAQUEL"""

"5987434,3623,""JEANTY, ROMAIN"""

"8794516,2887,""LE, THIEN MINH"""

"5995947,3693,""MERCHANT, SHAHID R"""

"7860222,2614,""TIEU, BINH KIEN"""

"7269854,2137,""PYZOCHA, MICHAEL J"""

"7711100,3687,""RUDY, ANDREW J"""

"8838074,2645,""MEHRA, INDER P"""

"8843120,2645,""MEHRA, INDER P"""

"8843141,2645,""MEHRA, INDER P"""

"8098600,2617,""MEHRA, INDER P"""

"8423402,3684,""MEINECKE DIAZ, SUSANNA M"""

"5816918,3737,""MANUEL, GEORGE C"""

"5816918,3737,""MANUEL, GEORGE C"""

"9075849,2162,""JAMI, HARES"""

"7774280,3621,""WEST, THOMAS C"""

"6766304,3624,""WEISBERGER, RICHARD C"""

"8214246,3623,""DICKERSON, TIPHANY B"""

"6421724,2858,""BENSON, WALTER"""

"6081792,3693,""MERCHANT, SHAHID R"""

"6526426,2176,""FEILD, JOSEPH H"""

"8646093,2431,""AVERY, JEREMIAH L"""

"7516177,2451,""MAUNG, ZARNI"""

"7783556,3695,""LIU, CHIA-YI"""

"8285648,3621,""KUCAB, JAMIE R"""

"7810144,2436,""HOFFMAN, BRANDON S"""

"8881027,2179,""THERIAULT, STEVEN B"""

"9081485,2179,""THERIAULT, STEVEN B"""

"7207005,2176,""BASHORE, WILLIAM L"""

"7533056,3694,""GREENE, DANIEL LAWSON"""

"8352317,3682,""ALVAREZ, RAQUEL"""

"7676411,3693,""WEISBERGER, RICHARD C"""

"6772132,3624,""WEISBERGER, RICHARD C"""

"5924080,2765,""KANOF, PEDRO R"""

"6546002,2664,""JONES, PRENELL P"""

"5339352,2608,""CUMMING, WILLIAM D"""

"7194698,2174,""NGUYEN, LE V"""

"7194698,2174,""NGUYEN, LE V"""

"8041805,2443,""SHIN, KYUNG H"""

"6600497,2174,""JOSEPH, THOMAS J"""

"6918082,2176,""DESAI, RACHNA SINGH"""

"6871325,2173,""NGUYEN, CAO H"""

"6384850,2173,""NGUYEN, CAO H"""

"8671057,3685,""RAVETTI, DANTE"""

"7685055,3693,""WEISBERGER, RICHARD C"""

"7908172,3688,""CHAMPAGNE, DONALD"""

"7908172,3688,""CHAMPAGNE, DONALD"""

"8219445,3688,""LASTRA, DANIEL"""

"8538805,3621,""LASTRA, DANIEL"""

"8370199,3621,""LASTRA, DANIEL"""

"8370199,3621,""LASTRA, DANIEL"""

"7092957,2162,""EHICHIOYA, IRETE FRED"""

"7499946,2169,""EHICHIOYA, IRETE FRED"""

"8065352,2156,""EHICHIOYA, IRETE FRED"""

"6006227,2771,""AMSBURY, WAYNE P"""

"6343275,2162,""ALVAREZ, RAQUEL"""

"7953667,3667,""CHEUNG, MARY DA ZHI WANG"""

"8326763,3667,""CHEUNG, MARY DA ZHI WANG"""

"6411941,2161,""HEWITT II, CALVIN L"""

"RE43435,3691,""AKINTOLA, OLABODE"""

"6996538,3627,""MCALLISTER, STEVEN B"""

"7904360,3691,""CAMPEN, KELLY SCAGGS"""

"8589271,3691,""CAMPEN, KELLY SCAGGS"""

"5969324,2876,""DUNN, DREW A"""

"RE43715,2457,""MEKY, MOUSTAFA M"""

"7813996,3693,""WEISBERGER, RICHARD C"""

"7212999,3691,""KAZIMI, HANI M"""

"7314163,2876,""HAUPT, KRISTY A"""

"6766304,3624,""WEISBERGER, RICHARD C"""

"6286045,2153,""DINH, DUNG C"""

"6199077,2176,""FEILD, JOSEPH H"""

"7113190,2628,""YANG, RYAN R"""

"8380611,3691,""POINVIL, FRANTZY"""

"7783556,3695,""LIU, CHIA-YI"""

"8645212,3688,""ANDERSON, SCOTT C"""

"7783523,3628,""NELSON, FREDA ANN"""

"8515820,3628,""NELSON, FREDA ANN"""

"8904405,2199,""WU, QING YUAN"""

"6317783,2154,""COULTER, KENNETH R"""

"7890416,3691,""TINKLER, MURIEL S"""

"8041626,3691,""TINKLER, MURIEL S"""

"8060435,3691,""TINKLER, MURIEL S"""

"7089195,3622,""DURAN, ARTHUR D"""

"8799059,3682,""DURAN, ARTHUR D"""

"7904374,3693,""WEISBERGER, RICHARD C"""

"5339352,2608,""CUMMING, WILLIAM D"""

"9009060,3628,""EPSTEIN, BRIAN M"""

"7693768,3693,""WEISBERGER, RICHARD C"""

"5987434,3623,""JEANTY, ROMAIN"""

"6510451,2152,""LUU, LE HIEN"""

"8352317,3682,""ALVAREZ, RAQUEL"""

"8738435,3682,""ALVAREZ, RAQUEL"""

"8606632,3682,""ALVAREZ, RAQUEL"""

"7899234,2624,""JOHNS, ANDREW W"""

"6771970,2681,""NGUYEN, HUY D"""

"8266432,2432,""NOBAHAR, ABDULHAKIM"""

"8266432,2432,""NOBAHAR, ABDULHAKIM"""

"7055169,2623,""BUI, KIEU OANH T"""

"7890366,3688,""ALVAREZ, RAQUEL"""

"7856375,3688,""ALVAREZ, RAQUEL"""

"7263548,2154,""DONAGHUE, LARRY D"""

"8438608,2421,""SALTARELLI, DOMINIC D"""

"8464302,2421,""SALTARELLI, DOMINIC D"""

"7072849,3622,""CHAMPAGNE, DONALD"""

"7072849,3622,""CHAMPAGNE, DONALD"""

"5796967,2176,""FEILD, JOSEPH H"""

"5796967,2176,""FEILD, JOSEPH H"""

"6081792,3693,""MERCHANT, SHAHID R"""

"7340506,2154,""VU, VIET D"""

"7424520,2154,""DONAGHUE, LARRY D"""

"6115737,2758,""BAROT, BHARAT"""

"6999938,3625,""SMITH, JEFFREY A"""

"8234184,3625,""ALLEN, WILLIAM J"""

"7818247,3693,""WEISBERGER, RICHARD C"""

"7412416,3693,""BORLINGHAUS, JASON M"""

"7752535,2176,""NGUYEN, MAIKHANH"""

"8266515,2176,""NGUYEN, MAIKHANH"""

"7725382,3693,""WEISBERGER, RICHARD C"""

"9037502,3684,""POND, ROBERT M"""

"7765128,3625,""DUNHAM, JASON B"""

"8346618,3683,""PALAVECINO, KATHLEEN GAGE"""

"8908842,2656,""TIEU, BINH KIEN"""

"6128651,2758,""HARRELL, ROBERT B"""

"6002393,2711,""FLYNN, NATHAN J"""

"8756155,3695,""HAVAN, THU THAO"""

9300792,None,None

"8805825,2156,""RAAB, CHRISTOPHER J"""

"7739080,2128,""SAXENA, AKASH"""

"9203870,3684,""POND, ROBERT M"""

"9219810,3684,""POND, ROBERT M"""

"9215310,3684,""POND, ROBERT M"""

"9203956,3684,""POND, ROBERT M"""

"6430603,2132,""PEESO, THOMAS R"""

"RE43529,2439,""LAFORGIA, CHRISTIAN A"""

"RE43528,2439,""LAFORGIA, CHRISTIAN A"""

"RE43500,2439,""LAFORGIA, CHRISTIAN A"""

"RE43103,2439,""LAFORGIA, CHRISTIAN A"""

"RE43103,2439,""LAFORGIA, CHRISTIAN A"""

"RE43500,2439,""LAFORGIA, CHRISTIAN A"""

"RE43528,2439,""LAFORGIA, CHRISTIAN A"""

"RE43529,2439,""LAFORGIA, CHRISTIAN A"""

"6002393,2711,""FLYNN, NATHAN J"""

"7840437,3688,""CHAMPAGNE, DONALD"""

"8719090,3681,""CHAMPAGNE, DONALD"""

"7610244,3691,""KAZIMI, HANI M"""

"7627528,3691,""KAZIMI, HANI M"""

"7512563,3696,""GRAHAM, CLEMENT B"""

"7483856,3696,""GRAHAM, CLEMENT B"""

"7599881,3696,""GRAHAM, CLEMENT B"""

"7567937,3696,""GRAHAM, CLEMENT B"""

"8195578,3621,""MANDEL, MONICA A"""

"8955029,2425,""IDOWU, OLUGBENGA O"""

"9053494,3622,""CHAMPAGNE, DONALD"""

"7783021,2614,""DEANE JR, WILLIAM J"""

"6754640,3621,""REAGAN, JAMES A"""

"8768840,3695,""DASS, HARISH T"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"8189566,2614,""SMITH, CREIGHTON H"""

"6778074,2632,""TONG, NINA C"""

"6422291,3634,""JOHNSON, BLAIR M"""

"6653215,2813,""NGUYEN, THANH T"""

"7713698,1637,""RILEY, JEZIA"""

"7790869,1637,""RILEY, JEZIA"""

"7566960,2826,""WILLIAMS, ALEXANDER O"""

"8062968,2823,""TOBERGTE, NICHOLAS J"""

"8058897,2819,""TRAN, THIENVU V"""

"6258540,1655,""GOLDBERG, JEANINE ANNE"""

"7994609,2894,""FERNANDES, ERROL V"""

"6757717,2142,""NGUYEN, HAI V"""

"7591303,3744,""CIRIC, LJILJANA V"""

"6054337,2823,""COLLINS, DEVEN M"""

"5411797,1784,""TURNER, ARCHENE A"""

"5478650,1784,""TURNER, ARCHENE A"""

"6947882,2123,""THOMSON, WILLIAM D"""

"6240376,2123,""SERGENT, DOUGLAS W"""

"7831926,2176,""HUTTON JR, WILLIAM D"""

"6444533,2812,""BOOTH, RICHARD A"""

"6888204,2822,""PERKINS, PAMELA E"""

"7461353,2176,""TRAN, QUOC A"""

"5872387,2815,""HARDY, DAVID B"""

"7516484,2436,""LOUIE, OSCAR A"""

"8088575,1637,""RILEY, JEZIA"""

"6716830,1614,""FAY, ZOHREH A"""

"6998973,2632,""POPE, DARYL C"""

"7671070,1612,""FAY, ZOHREH A"""

"6441828,2674,""NGUYEN, FRANCIS N"""

"7297364,1762,""FLETCHER III, WILLIAM P"""

"6584306,2683,""NGUYEN, SIMON"""

"5518989,1616,""LIU, SUE XU"""

"6162974,1638,""BENZION, GARY"""

"6436989,1624,""COLEMAN, BRENDA LIBBY"""

